             x       y       Lnx         yLnx    (Ln x)²        SQREG        SQTOT
355  1987.7917  346.72  7.594780  2633.261984  57.680677    22.281214   130.647820
356  1987.8750  348.08  7.594822  2643.605470  57.681314    21.023064   101.407472
357  1987.9583  349.28  7.594863  2652.733892  57.681950    19.801527    78.679166
358  1988.0417  350.51  7.594905  2662.090279  57.682587    18.615196    58.371551
359  1988.1250  351.70  7.594947  2671.142952  57.683224    17.466913    41.604148
360  1988.2083  352.50  7.594989  2677.233679  57.683860    16.355228    31.923943
361  1988.2917  353.67  7.595031  2686.134652  57.684498    15.278868    20.071544
362  1988.3750  354.35  7.595073  2691.314118  57.685134    14.240410    14.440971
363  1988.4583  353.88  7.595115  2687.759259  57.685770    13.238536    18.233991
364  1988.5417  352.80  7.595157  2679.571331  57.686407    12.272105    28.623867
365  1988.6250  350.49  7.595199  2662.041201  57.687044    11.343430    58.677557
366  1988.7083  348.97  7.595241  2650.511116  57.687680    10.451325    84.274745
367  1988.7917  349.37  7.595283  2653.563864  57.688317     9.594782    77.090643
368  1988.8750  350.42  7.595324  2661.553587  57.688953     8.775849    59.754874
369  1988.9583  351.62  7.595366  2670.682703  57.689589     7.993473    42.642568
370  1989.0417  353.07  7.595408  2681.710789  57.690226     7.246776    25.807698
371  1989.1250  353.43  7.595450  2684.459937  57.690863     6.537544    22.279606
372  1989.2083  354.08  7.595492  2689.411807  57.691499     5.864855    16.565940
373  1989.2917  355.72  7.595534  2701.883328  57.692136     5.227962     5.905521
374  1989.3750  355.95  7.595576  2703.645205  57.692772     4.628389     4.840562
375  1989.4583  355.44  7.595618  2699.786344  57.693408     4.065346     7.344792
376  1989.5417  354.05  7.595660  2689.243278  57.694045     3.538217    16.811047
377  1989.6250  351.84  7.595701  2672.471601  57.694681     3.048262    39.817712
378  1989.7083  350.09  7.595743  2659.193780  57.695317     2.594822    64.965659
379  1989.7917  350.33  7.595785  2661.031443  57.695953     2.177415    61.154397
380  1989.8750  351.55  7.595827  2670.313018  57.696589     1.797037    43.561686
381  1989.9583  352.91  7.595869  2680.658116  57.697225     1.453161    27.458938
382  1990.0417  353.86  7.595911  2687.889021  57.697862     1.145434    18.405196
383  1990.1250  355.10  7.595953  2697.322814  57.698498     0.874592     9.303279
384  1990.2083  355.75  7.595995  2702.275074  57.699134     0.640237     5.760613
385  1990.2917  356.38  7.596036  2707.075484  57.699770     0.442150     3.133352
386  1990.3750  357.38  7.596078  2714.686478  57.700406     0.280801     0.593097
387  1990.4583  356.39  7.596120  2707.181275  57.701042     0.155927     3.098050
388  1990.5417  354.89  7.596162  2695.801965  57.701679     0.067438    10.628433
389  1990.6250  353.06  7.596204  2681.915763  57.702314     0.015542    25.909400
390  1990.7083  351.38  7.596246  2669.168844  57.702950     0.000107    45.834629
391  1990.7917  351.69  7.596288  2671.538413  57.703586     0.021175    41.733250
392  1990.8750  353.14  7.596330  2682.567807  57.704222     0.078691    25.101380
393  1990.9583  354.41  7.596371  2692.229974  57.704858     0.172654    13.988555
394  1991.0417  354.93  7.596413  2696.194954  57.705494     0.303237    10.369222
395  1991.1250  355.82  7.596455  2702.970648  57.706130     0.470123     5.429495
396  1991.2083  357.33  7.596497  2714.456244  57.706765     0.673443     0.672609
397  1991.2917  358.77  7.596539  2725.410226  57.707402     0.913500     0.384242
398  1991.3750  359.23  7.596581  2728.919661  57.708037     1.189716     1.166124
399  1991.4583  358.23  7.596622  2721.338065  57.708673     1.502351     0.006380
400  1991.5417  356.30  7.596664  2706.691505  57.709309     1.851842     3.422973
401  1991.6250  353.97  7.596706  2689.006082  57.709945     2.237345    17.473468
402  1991.7083  352.34  7.596748  2676.638187  57.710580     2.659255    33.757584
403  1991.7917  352.43  7.596790  2677.336652  57.711216     3.118137    32.719861
404  1991.8750  353.89  7.596832  2688.442765  57.711852     3.612888    18.148688
405  1991.9583  355.21  7.596874  2698.485437  57.712487     4.144031     8.644351
406  1992.0417  356.34  7.596915  2707.084824  57.713123     4.712264     3.276562
407  1992.1250  357.21  7.596957  2713.709077  57.713759     5.316220     0.883840
408  1992.2083  357.97  7.596999  2719.497732  57.714394     5.956555     0.032446
409  1992.2917  359.22  7.597041  2729.009019  57.715030     6.634097     1.144627
410  1992.3750  359.71  7.597083  2732.746608  57.715665     7.347219     2.433202
411  1992.4583  359.44  7.597124  2730.710424  57.716300     8.096704     1.663771
412  1992.5417  357.15  7.597166  2713.327958  57.716936     8.883515     1.000255
413  1992.6250  354.99  7.597208  2696.932919  57.717572     9.705760     9.986407
414  1992.7083  353.01  7.597250  2681.905204  57.718207    10.564355    26.420913
415  1992.7917  353.41  7.597292  2684.958895  57.718843    11.460394    22.468811
416  1992.8750  354.42  7.597334  2692.646974  57.719478    12.391721    13.913853
417  1992.9583  355.68  7.597375  2702.234481  57.720113    13.359385     6.101531
418  1993.0417  357.10  7.597417  2713.037698  57.720749    14.364609     1.102768
419  1993.1250  357.42  7.597459  2715.483809  57.721384    15.404978     0.533086
420  1993.2083  358.59  7.597501  2724.387823  57.722019    16.481670     0.193488
421  1993.2917  359.39  7.597543  2730.480861  57.722655    17.596039     1.537283
422  1993.3750  360.30  7.597584  2737.409681  57.723290    18.745408     4.621951
423  1993.4583  359.64  7.597626  2732.410304  57.723925    19.931087     2.219719
424  1993.5417  357.46  7.597668  2715.862434  57.724560    21.154560     0.476276
425  1993.6250  355.76  7.597710  2702.961263  57.725195    22.412889     5.712710
426  1993.7083  354.14  7.597752  2690.667770  57.725830    23.707513    16.081124
427  1993.7917  354.23  7.597793  2691.366385  57.726466    25.040049    15.367401
428  1993.8750  355.53  7.597835  2701.258370  57.727101    26.407296     6.865069
429  1993.9583  357.03  7.597877  2712.670039  57.727735    27.810825     1.254686
430  1994.0417  358.36  7.597919  2722.790204  57.728371    29.252383     0.044046
431  1994.1250  359.04  7.597961  2727.971787  57.729006    30.728507     0.791873
432  1994.2083  360.11  7.598002  2736.116647  57.729641    32.240900     3.841099
433  1994.2917  361.36  7.598044  2745.629262  57.730276    33.791438    10.303280
434  1994.3750  361.78  7.598086  2748.835552  57.730911    35.376399    13.175973
435  1994.4583  360.94  7.598128  2742.468235  57.731546    36.997615     7.783387
436  1994.5417  359.51  7.598170  2731.617945  57.732181    38.657093     1.849253
437  1994.6250  357.59  7.598211  2717.044394  57.732816    40.350849     0.313743
438  1994.7083  355.86  7.598253  2703.914349  57.733450    42.080847     5.244685
439  1994.7917  356.21  7.598295  2706.588631  57.734086    43.849223     3.764096
440  1994.8750  357.65  7.598337  2717.545110  57.734720    45.651734     0.250128
441  1994.9583  359.10  7.598378  2728.577693  57.735355    47.490473     0.902257
442  1995.0417  360.04  7.598420  2735.735220  57.735990    49.367707     3.571617
443  1995.1250  361.00  7.598462  2743.044776  57.736625    51.278932     8.121772
444  1995.2083  361.98  7.598504  2750.506382  57.737259    53.226370    14.667922
445  1995.2917  363.44  7.598546  2761.615389  57.737894    55.212422    27.982749
446  1995.3750  363.83  7.598587  2764.594011  57.738529    57.232319    32.260949
447  1995.4583  363.33  7.598629  2760.809884  57.739163    59.288417    26.831077
448  1995.5417  361.78  7.598671  2749.047130  57.739798    61.383244    13.175973
449  1995.6250  359.33  7.598713  2730.445385  57.740433    63.511773     1.392099
450  1995.7083  358.32  7.598754  2722.785642  57.741067    65.676489     0.028857
451  1995.7917  358.14  7.598796  2721.432833  57.741702    67.880051     0.000103
452  1995.8750  359.61  7.598838  2732.618072  57.742336    70.117171     2.131227
453  1995.9583  360.82  7.598880  2741.827725  57.742971    72.390465     7.128218
454  1996.0417  362.20  7.598921  2752.329312  57.743606    74.702721    16.401466
455  1996.1250  363.36  7.598963  2761.159225  57.744240    77.048392    27.142769
456  1996.2083  364.28  7.599005  2768.165472  57.744874    79.430222    37.575334
457  1996.2917  364.69  7.599047  2771.296300  57.745509    81.851132    42.769930
458  1996.3750  365.25  7.599088  2775.567007  57.746143    84.305311    50.408186
459  1996.4583  365.06  7.599130  2774.138412  57.746777    86.795637    47.746335
460  1996.5417  363.69  7.599172  2763.742797  57.747412    89.325159    30.690185
461  1996.6250  361.55  7.599214  2747.495653  57.748046    91.887807    11.559132
462  1996.7083  359.69  7.599255  2733.376122  57.748680    94.486588     2.371207
463  1996.7917  359.72  7.599297  2733.619125  57.749315    97.124682     2.464499
464  1996.8750  361.04  7.599339  2743.665258  57.749949    99.795758     8.351362
465  1996.9583  362.39  7.599380  2753.939482  57.750583   102.502953    17.976517
466  1997.0417  363.24  7.599422  2760.414125  57.751218   105.249578    25.906800
467  1997.1250  364.21  7.599464  2767.800756  57.751852   108.029041    36.722052
468  1997.2083  364.65  7.599506  2771.159730  57.752486   110.844609    42.248340
469  1997.2917  366.48  7.599547  2785.082128  57.753121   113.699724    69.386772
470  1997.3750  366.77  7.599589  2787.301293  57.753754   116.587533    74.302198
471  1997.4583  365.73  7.599631  2779.412973  57.754388   119.511434    57.454464
472  1997.5417  364.46  7.599673  2769.776659  57.755023   122.474998    39.814488
473  1997.6250  362.40  7.599714  2754.136446  57.755657   125.471113    18.061414
474  1997.7083  360.44  7.599756  2739.256036  57.756291   128.503306     5.243515
475  1997.7917  360.98  7.599798  2743.374974  57.756925   131.575279     8.008177
476  1997.8750  362.65  7.599839  2756.081756  57.757559   134.679658    20.248851
477  1997.9583  364.51  7.599881  2770.232655  57.758193   137.820103    40.447975
478  1998.0417  365.39  7.599923  2776.935803  57.758827   141.000443    52.415751
479  1998.1250  366.10  7.599965  2782.347011  57.759461   144.213047    63.200469
480  1998.2083  367.36  7.600006  2791.938281  57.760094   147.461702    84.821748
481  1998.2917  368.79  7.600048  2802.821681  57.760729   150.750369   113.206882
482  1998.3750  369.56  7.600090  2808.689123  57.761362   154.071156   130.185186
483  1998.4583  369.13  7.600131  2805.436471  57.761996   157.427982   120.557595
484  1998.5417  367.98  7.600173  2796.711677  57.762630   160.824935    96.626389
485  1998.6250  366.10  7.600215  2782.438610  57.763264   164.253865    63.200469
486  1998.7083  364.16  7.600256  2767.709371  57.763897   167.718820    36.118565
487  1998.7917  364.54  7.600298  2770.612679  57.764532   171.224018    40.830468
488  1998.8750  365.67  7.600340  2779.216255  57.765165   174.761051    56.548479
489  1998.9583  367.30  7.600381  2791.620115  57.765799   178.334094    83.720163
490  1999.0417  368.35  7.600423  2799.615884  57.766433   181.947498   104.037395
491  1999.1250  369.28  7.600465  2806.699665  57.767066   185.592592   123.874057
492  1999.2083  369.84  7.600507  2810.971335  57.767700   189.273684   136.653114
493  1999.2917  371.15  7.600548  2820.943482  57.768334   192.995252   168.996679
494  1999.3750  371.12  7.600590  2820.730928  57.768967   196.748367   168.217587
495  1999.4583  370.46  7.600632  2815.729972  57.769600   200.537466   151.532956
496  1999.5417  369.61  7.600673  2809.284852  57.770234   204.367158   131.328673
497  1999.6250  367.06  7.600715  2789.918427  57.770868   208.228253    79.385824
498  1999.7083  364.95  7.600757  2773.896121  57.771501   212.125319    46.238263
499  1999.7917  365.52  7.600798  2778.243796  57.772135   216.063094    54.315018
500  1999.8750  366.88  7.600840  2788.596164  57.772768   220.032130    76.210670
501  1999.9583  368.26  7.600882  2799.100661  57.773401   224.037122   102.209518
502  2000.0417  369.45  7.600923  2808.161117  57.774035   228.082939   127.687114
503  2000.1250  369.71  7.600965  2810.152754  57.774668   232.159874   133.630647
504  2000.2083  370.75  7.601007  2818.073198  57.775301   236.272753   158.756782
505  2000.2917  371.98  7.601048  2827.437946  57.775935   240.426572   191.265367
506  2000.3750  371.75  7.601090  2825.705186  57.776568   244.611366   184.956526
507  2000.4583  371.87  7.601132  2826.632802  57.777201   248.832089   188.234896
508  2000.5417  370.02  7.601173  2812.586134  57.777835   253.093870   140.893868
509  2000.6250  368.27  7.601215  2799.299415  57.778468   257.386482   102.411815
510  2000.7083  367.15  7.601257  2790.801341  57.779101   261.715010    80.997701
511  2000.7917  367.18  7.601298  2791.044685  57.779735   266.084712    81.538594
512  2000.8750  368.53  7.601340  2801.321780  57.780368   270.485102   107.741749
513  2000.9583  369.83  7.601381  2811.218918  57.781001   274.921395   136.419417
514  2001.0417  370.76  7.601423  2818.303656  57.781634   279.398976   159.008879
515  2001.1250  371.69  7.601465  2825.388452  57.782267   283.907104   183.328142
516  2001.2083  372.63  7.601506  2832.549340  57.782900   288.451121   209.666701
517  2001.2917  373.55  7.601548  2839.558293  57.783534   293.036542   237.156066
518  2001.3750  374.03  7.601590  2843.222604  57.784166   297.652367   252.170344
519  2001.4583  373.40  7.601631  2838.449144  57.784799   302.304067   232.558605
520  2001.5417  371.68  7.601673  2825.389825  57.785433   306.997288   183.057444
521  2001.6250  369.78  7.601715  2810.962036  57.786065   311.720769   135.253929
522  2001.7083  368.34  7.601756  2800.030895  57.786698   316.480112   103.833497
523  2001.7917  368.61  7.601798  2802.098727  57.787331   321.281092   109.408928
524  2001.8750  369.94  7.601840  2812.224512  57.787964   326.112189   139.001089
525  2001.9583  371.42  7.601881  2823.490689  57.788597   330.979135   176.089510
526  2002.0417  372.70  7.601923  2833.236623  57.789230   335.887833   211.698784
527  2002.1250  373.37  7.601964  2838.345446  57.789863   340.826506   231.644512
528  2002.2083  374.30  7.602006  2845.430846  57.790495   345.801015   260.818375
529  2002.2917  375.19  7.602048  2852.212259  57.791129   350.817391   290.357248
530  2002.3750  375.93  7.602089  2857.853414  57.791761   355.863599   316.123859
531  2002.4583  375.69  7.602131  2856.044541  57.792394   360.945630   307.647120
532  2002.5417  374.16  7.602173  2844.428864  57.793027   366.069643   256.316011
533  2002.6250  372.03  7.602214  2828.251711  57.793659   371.223347   192.650855
534  2002.7083  370.92  7.602256  2819.828682  57.794292   376.412859   163.069638
535  2002.7917  370.73  7.602297  2818.399691  57.794925   381.644469   158.253187
536  2002.8750  372.43  7.602339  2831.339087  57.795557   386.905628   203.914753
537  2002.9583  373.98  7.602381  2843.138266  57.796190   392.202581   250.584857
538  2003.0417  375.07  7.602422  2851.440477  57.796823   397.541748   286.282078
539  2003.1250  375.82  7.602464  2857.157923  57.797455   402.910321   312.224387
540  2003.2083  376.64  7.602505  2863.407605  57.798087   408.314676   341.875377
541  2003.2917  377.92  7.602547  2873.154546  57.798720   413.761359   390.847850
542  2003.3750  378.78  7.602589  2879.708486  57.799352   419.237306   425.591631
543  2003.4583  378.46  7.602630  2877.291394  57.799985   424.749022   412.490912
544  2003.5417  376.88  7.602672  2865.294927  57.800618   430.303181   350.808116
545  2003.6250  374.57  7.602713  2847.748328  57.801250   435.886462   269.612206
546  2003.7083  373.34  7.602755  2838.412512  57.801882   441.505498   230.732220
547  2003.7917  373.31  7.602797  2838.199967  57.802515   447.167094   229.821728
548  2003.8750  374.84  7.602838  2849.847828  57.803147   452.857668   278.551837
549  2003.9583  376.17  7.602880  2859.975239  57.803779   458.583984   324.715797
550  2004.0417  377.17  7.602921  2867.593816  57.804412   464.352975   361.755542
551  2004.1250  378.05  7.602963  2874.300100  57.805044   470.150803   396.004917
552  2004.2083  379.06  7.603004  2881.994847  57.805676   475.984358   437.222759
553  2004.2917  380.54  7.603046  2893.263129  57.806309   481.860705   501.306381
554  2004.3750  380.80  7.603088  2895.255747  57.806941   487.765746   513.016715
555  2004.4583  379.87  7.603129  2888.200662  57.807573   493.706501   471.752852
556  2004.5417  377.65  7.603171  2871.337428  57.808205   499.690163   380.245019
557  2004.6250  376.17  7.603212  2860.100367  57.808837   505.702377   324.715797
558  2004.7083  374.43  7.603254  2846.886336  57.809469   511.750291   265.034242
559  2004.7917  374.63  7.603295  2848.422572  57.810102   517.841228   271.586191
560  2004.8750  376.33  7.603337  2861.363811  57.810733   523.960574   330.507756
561  2004.9583  377.68  7.603379  2871.644008  57.811365   530.115609   381.415912
562  2005.0417  378.63  7.603420  2878.882967  57.811998   536.313779   419.425169
563  2005.1250  379.91  7.603462  2888.631128  57.812630   542.540219   473.492042
564  2005.2083  380.95  7.603503  2896.554553  57.813261   548.802332   519.834176
565  2005.2917  382.48  7.603545  2908.203821  57.813894   555.107697   591.942685
566  2005.3750  382.64  7.603586  2909.436283  57.814525   561.441189   599.753845
567  2005.4583  382.40  7.603628  2907.627306  57.815157   567.810341   588.056306
568  2005.5417  380.93  7.603669  2896.465814  57.815790   574.222861   518.922581
569  2005.6250  378.93  7.603711  2881.274214  57.816421   580.663365   431.803092
570  2005.7083  376.89  7.603753  2865.778296  57.817053   587.139516   351.182813
571  2005.7917  377.19  7.603794  2868.075106  57.817685   593.659149   362.516737
572  2005.8750  378.54  7.603836  2878.355948  57.818317   600.206625   415.746892
573  2005.9583  380.31  7.603877  2891.830531  57.818948   606.789736   491.059940
574  2006.0417  381.58  7.603919  2901.503319  57.819580   613.416443   548.958915
575  2006.1250  382.40  7.603960  2907.754411  57.820212   620.070851   588.056306
576  2006.2083  382.86  7.604002  2911.268130  57.820843   626.760880   610.577788
577  2006.2917  384.80  7.604043  2926.035889  57.821476   633.494621   710.215693
578  2006.3750  385.22  7.604085  2929.245581  57.822107   640.255921   732.777986
579  2006.4583  384.24  7.604126  2921.809531  57.822738   647.052829   680.681436
580  2006.5417  382.65  7.604168  2909.734874  57.823371   653.893563   600.243742
581  2006.6250  380.60  7.604209  2894.162130  57.824002   660.761716   503.996766
582  2006.7083  379.04  7.604251  2882.315298  57.824633   667.665462   436.386764
583  2006.7917  379.33  7.604293  2884.536296  57.825265   674.613150   448.586990
584  2006.8750  380.35  7.604334  2892.308462  57.825897   681.588114   492.834330
585  2006.9583  382.02  7.604376  2905.023556  57.826528   688.598659   569.770803
586  2007.0417  383.10  7.604417  2913.252201  57.827160   695.653260   622.496127
587  2007.1250  384.12  7.604459  2921.024649  57.827791   702.734997   674.434267
588  2007.2083  384.81  7.604500  2926.287695  57.828422   709.852300   710.748790
589  2007.2917  386.73  7.604542  2940.904404  57.829054   717.013775   816.809100
590  2007.3750  386.78  7.604583  2941.300681  57.829685   724.202243   819.669587
591  2007.4583  386.33  7.604625  2937.894650  57.830316   731.426265   794.105202
592  2007.5417  384.73  7.604666  2925.743234  57.830948   738.694573   706.489611
593  2007.6250  382.24  7.604708  2906.823475  57.831579   745.989733   580.321947
594  2007.7083  381.20  7.604749  2898.930396  57.832210   753.320434   531.296612
595  2007.7917  381.37  7.604791  2900.239045  57.832842   760.695535   539.162469
596  2007.8750  382.70  7.604832  2910.369294  57.833473   768.097347   602.696229
597  2007.9583  384.19  7.604874  2921.716432  57.834104   775.534687   678.074949
598  2008.0417  385.78  7.604915  2933.824204  57.834736   783.016541   763.409843
599  2008.1250  386.06  7.604957  2935.969595  57.835367   790.524965   778.960971
600  2008.2083  386.28  7.604998  2937.658709  57.835998   798.068903   791.289715
601  2008.2917  387.34  7.605040  2945.736093  57.836629   805.657472   852.048644
602  2008.3750  388.78  7.605081  2956.703475  57.837260   813.272468   938.189076
603  2008.4583  387.99  7.605123  2950.711553  57.837891   820.922964   890.417978
604  2008.5417  386.61  7.605164  2940.232537  57.838523   828.618206   809.964331
605  2008.6250  384.32  7.605206  2922.832650  57.839154   836.339734   684.862215
606  2008.7083  383.41  7.605247  2915.927813  57.839784   844.096750   638.061148
607  2008.7917  383.21  7.605289  2914.422674  57.840416   851.898625   627.997199
608  2008.8750  384.41  7.605330  2923.564960  57.841047   859.726645   689.580892
609  2008.9583  385.79  7.605372  2934.076313  57.841677   867.590140   763.962540
610  2009.0417  387.17  7.605413  2944.587798  57.842309   875.498609   842.152988
611  2009.1250  387.70  7.605455  2948.634742  57.842939   883.433082   873.194952
612  2009.2083  389.04  7.605496  2958.842181  57.843570   891.403016   954.184210
613  2009.2917  389.76  7.605538  2964.334316  57.844201   899.418038   999.184026
614  2009.3750  390.36  7.605579  2968.913821  57.844832   907.458923  1037.475873
615  2009.4583  389.70  7.605620  2963.910294  57.845463   915.535256   995.394441
616  2009.5417  388.24  7.605662  2952.822201  57.846094   923.656792   905.400414
617  2009.6250  386.29  7.605703  2938.007173  57.846724   931.804051   791.852412
618  2009.7083  384.95  7.605745  2927.831486  57.847355   939.986743   718.233155
619  2009.7917  384.64  7.605786  2925.489667  57.847986   948.214753   701.713334
620  2009.8750  386.23  7.605828  2937.598875  57.848617   956.468344   788.479228
621  2009.9583  387.63  7.605869  2948.263099  57.849247   964.757356   869.062870
622  2010.0417  388.91  7.605911  2958.014749  57.849878   973.091800   946.169743
623  2010.1250  390.41  7.605952  2969.439794  57.850509   981.451684  1040.699360
624  2010.2083  391.37  7.605994  2976.757726  57.851139   989.846976  1103.559915
625  2010.2917  392.67  7.606035  2986.661809  57.851770   998.287814  1191.621583
626  2010.3750  393.21  7.606077  2990.785361  57.852400  1006.753952  1229.194645
627  2010.4583  392.38  7.606118  2984.488575  57.853031  1015.255484  1171.684157
628  2010.5417  390.41  7.606159  2969.520718  57.853662  1023.802676  1040.699360
629  2010.6250  388.54  7.606201  2955.313297  57.854292  1032.375027   923.544338
630  2010.7083  387.03  7.606242  2943.843968  57.854922  1040.982760   834.047023
631  2010.7917  387.43  7.606284  2946.902534  57.855553  1049.636267   857.310921
632  2010.8750  388.87  7.606325  2957.871692  57.856184  1058.314792   943.710553
633  2010.9583  389.99  7.606367  2966.406931  57.856814  1067.028685  1013.777467
634  2011.0417  391.50  7.606408  2977.908781  57.857445  1075.788467  1112.213981
635  2011.1250  392.05  7.606450  2982.108544  57.858075  1084.573125  1149.201341
636  2011.2083  392.80  7.606491  2987.829651  57.858705  1093.393139  1200.613649
637  2011.2917  393.44  7.606532  2992.714120  57.859336  1102.259156  1245.375086
638  2011.3750  394.41  7.606574  3000.108791  57.859966  1111.149909  1314.778338
639  2011.4583  393.95  7.606615  2996.626082  57.860596  1120.076005  1281.630856
640  2011.5417  392.72  7.606657  2987.286228  57.861226  1129.048216  1195.076070
641  2011.6250  390.33  7.606698  2969.122482  57.861856  1138.045024  1035.544180
642  2011.7083  389.28  7.606740  2961.151568  57.862486  1147.077161   969.068949
643  2011.7917  389.19  7.606781  2960.483096  57.863117  1156.155528   963.473672
644  2011.8750  390.48  7.606822  2970.312012  57.863747  1165.258352  1045.220642
645  2011.9583  392.06  7.606864  2982.347024  57.864377  1174.396490  1149.879438
646  2012.0417  393.31  7.606905  2991.871906  57.865008  1183.580973  1236.216619
647  2012.1250  394.04  7.606947  2997.441261  57.865637  1192.789772  1288.082933
648  2012.2083  394.59  7.606988  3001.641416  57.866267  1202.033872  1327.864292
649  2012.2917  396.38  7.607030  3015.274354  57.866898  1211.324432  1461.523135
650  2012.3750  396.93  7.607071  3019.474651  57.867528  1220.639166  1503.878495
651  2012.4583  395.91  7.607112  3011.731826  57.868157  1229.989189  1425.807955
652  2012.5417  394.56  7.607154  3001.478576  57.868788  1239.385785  1325.678800
653  2012.6250  392.59  7.607195  2986.508732  57.869418  1248.806415  1186.104803
654  2012.7083  391.32  7.607237  2976.863790  57.870047  1258.262321  1100.240427
655  2012.7917  391.27  7.607278  2976.499641  57.870678  1267.764913  1096.925940
656  2012.8750  393.20  7.607319  2991.197960  57.871307  1277.291400  1228.493547
657  2012.9583  394.57  7.607361  3001.636315  57.871937  1286.853150  1326.407097
658  2013.0417  395.78  7.607402  3010.857619  57.872567  1296.461699  1416.007288
659  2013.1250  397.03  7.607444  3020.383301  57.873197  1306.094003  1511.644469
660  2013.2083  397.66  7.607485  3025.192444  57.873826  1315.761556  1561.030008
661  2013.2917  398.64  7.607526  3032.664293  57.874457  1325.476023  1639.429758
662  2013.3750  400.02  7.607568  3043.179230  57.875086  1335.214104  1753.086205
663  2013.4583  398.81  7.607609  3033.990573  57.875716  1344.987422  1653.225214
664  2013.5417  397.51  7.607650  3024.117146  57.876346  1354.807767  1549.199546
665  2013.6250  395.39  7.607692  3008.005284  57.876975  1364.651586  1386.808088
666  2013.7083  393.72  7.607733  2995.316726  57.877605  1374.530628  1265.215814
667  2013.7917  393.90  7.607775  2996.702431  57.878235  1384.456811  1278.053368
668  2013.8750  395.36  7.607816  3007.826136  57.878864  1394.406328  1384.574596
669  2013.9583  397.03  7.607857  3020.547611  57.879494  1404.391056  1511.644469
670  2014.0417  398.04  7.607899  3028.248030  57.880124  1414.423038  1591.201911
671  2014.1250  398.27  7.607940  3030.014318  57.880753  1424.478214  1609.604152
672  2014.2083  399.91  7.607981  3042.507879  57.881382  1434.568587  1743.886933
673  2014.2917  401.51  7.608023  3054.697274  57.882012  1444.706328  1880.078525
674  2014.3750  401.96  7.608064  3058.137507  57.882642  1454.867123  1919.304910
675  2014.4583  401.43  7.608106  3054.121833  57.883271  1465.063102  1873.147345
676  2014.5417  399.27  7.608147  3037.704854  57.883901  1475.306564  1690.843897
677  2014.6250  397.18  7.608188  3021.820250  57.884530  1485.572939  1523.330931
678  2014.7083  395.54  7.608230  3009.359175  57.885159  1495.874484  1398.002550
679  2014.7917  396.16  7.608271  3014.092677  57.885789  1506.223626  1444.750391
680  2014.8750  397.40  7.608312  3023.543363  57.886418  1516.595541  1540.552474
681  2014.9583  399.08  7.608354  3036.341826  57.887047  1527.002614  1675.254445
682  2015.0417  400.18  7.608395  3044.727579  57.887677  1537.457396  1766.510164
683  2015.1250  400.55  7.608437  3047.559243  57.888306  1547.934812  1797.749170
684  2015.2083  401.74  7.608478  3056.629889  57.888935  1558.447373  1900.076966
685  2015.2917  403.34  7.608519  3068.820145  57.889565  1569.007756  2042.124557
686  2015.3750  404.15  7.608561  3074.999751  57.890194  1579.590634  2115.988250
687  2015.4583  402.97  7.608602  3066.038305  57.890823  1590.208643  2008.820952
688  2015.5417  401.46  7.608643  3054.565928  57.891452  1600.874588  1875.745037
689  2015.6250  399.11  7.608685  3036.702111  57.892081  1611.562888  1677.711138
690  2015.7083  397.82  7.608726  3026.903348  57.892710  1622.286306  1573.698767
691  2015.7917  398.49  7.608767  3032.017682  57.893340  1633.057773  1627.305296
692  2015.8750  400.27  7.608809  3045.577828  57.893969  1643.851456  1774.083641
693  2015.9583  402.06  7.608850  3059.214209  57.894597  1654.680243  1928.076884
694  2016.0417  402.73  7.608891  3064.328799  57.895227  1665.557194  1987.365013
695  2016.1250  404.25  7.608933  3075.911016  57.895856  1676.456220  2125.198225
696  2016.2083  405.06  7.608974  3082.090987  57.896485  1687.390337  2200.536118
697  2016.2917  407.60  7.609015  3101.434641  57.897114  1698.372732  2445.289869
698  2016.3750  407.90  7.609057  3103.734197  57.897743  1709.377062  2475.049792
699  2016.4583  406.99  7.609098  3096.826768  57.898371  1720.416470  2385.333125
700  2016.5417  404.59  7.609139  3078.581667  57.899001  1731.504268  2156.661738
701  2016.6250  402.45  7.609181  3062.314733  57.899629  1742.613863  1962.478685
702  2016.7083  401.23  7.609222  3053.048106  57.900258  1753.758523  1855.875396
703  2016.7917  401.79  7.609263  3057.325885  57.900887  1764.951686  1904.438453
704  2016.8750  403.72  7.609305  3072.028438  57.901516  1776.166506  2076.613260
705  2016.9583  404.64  7.609346  3079.045710  57.902144  1787.416378  2161.308225
706  2017.0417  406.36  7.609387  3092.150587  57.902774  1798.714867  2324.191786
707  2017.1250  406.66  7.609429  3094.450198  57.903402  1810.034873  2353.207709
708  2017.2083  407.54  7.609470  3101.163324  57.904031  1821.389918  2439.359484
709  2017.2917  409.22  7.609511  3113.964152  57.904660  1832.793693  2608.131855
710  2017.3750  409.89  7.609552  3119.079450  57.905288  1844.218845  2677.014384
711  2017.4583  409.08  7.609594  3112.932603  57.905917  1855.679024  2593.851891
712  2017.5417  407.33  7.609635  3099.632653  57.906546  1867.188046  2418.659838
713  2017.6250  405.32  7.609676  3084.354021  57.907174  1878.718306  2224.996851
714  2017.7083  403.57  7.609718  3071.053749  57.907803  1890.283579  2062.964798
715  2017.7917  403.82  7.609759  3072.972869  57.908432  1901.897808  2085.737235
716  2017.8750  405.31  7.609800  3084.328142  57.909060  1913.533137  2224.053554
