             x       y       Lnx         yLnx    (Ln x)²        SQREG        SQTOT
717  2017.9583  407.00  7.609842  3097.205505  57.909688  1925.203465  2386.310022
718  2018.0417  408.15  7.609883  3105.973691  57.910317  1936.922862  2499.987229
719  2018.1250  408.52  7.609924  3108.806210  57.910945  1948.663220  2537.124034
720  2018.2083  409.59  7.609965  3116.965735  57.911574  1960.438564  2646.060461
721  2018.2917  410.45  7.610007  3123.527266  57.912203  1972.263091  2735.276641
722  2018.3750  411.44  7.610048  3131.078154  57.912831  1984.108438  2839.810488
723  2018.4583  410.99  7.610089  3127.670594  57.913459  1995.988759  2792.052103
724  2018.5417  408.90  7.610131  3111.782402  57.914088  2007.918375  2575.549537
725  2018.6250  407.16  7.610172  3098.557577  57.914716  2019.868673  2401.967581
726  2018.7083  405.71  7.610213  3087.539569  57.915344  2031.853932  2261.941452
727  2018.7917  406.19  7.610254  3091.209252  57.915973  2043.888599  2307.829329
728  2018.8750  408.21  7.610296  3106.598810  57.916601  2055.943808  2505.990813
729  2018.9583  409.27  7.610337  3114.682609  57.917229  2068.033965  2613.241343
730  2019.0417  411.03  7.610378  3128.093781  57.917857  2080.173643  2796.280893
731  2019.1250  411.96  7.610420  3135.188429  57.918485  2092.333725  2895.502355
732  2019.2083  412.18  7.610461  3136.879725  57.919113  2104.528741  2919.227099
733  2019.2917  413.54  7.610502  3147.247032  57.919742  2116.773391  3068.037952
734  2019.3750  414.86  7.610543  3157.310009  57.920370  2129.038306  3216.009615
735  2019.4583  414.16  7.610585  3151.999712  57.920998  2141.338143  3137.105794
736  2019.5417  411.97  7.610626  3135.349545  57.921626  2153.687726  2896.578653
737  2019.6250  410.18  7.610667  3121.743443  57.922254  2166.057435  2707.107610
738  2019.7083  408.76  7.610708  3110.953155  57.922882  2178.462053  2561.359173
739  2019.7917  408.75  7.610750  3110.893926  57.923510  2190.916529  2560.347075
740  2019.8750  410.48  7.610791  3124.077452  57.924138  2203.390993  2738.415533
741  2019.9583  411.98  7.610832  3135.510628  57.924766  2215.900353  2897.655150
742  2020.0417  413.61  7.610873  3147.933361  57.925394  2228.459684  3075.797434
743  2020.1250  414.34  7.610915  3153.506384  57.926022  2241.038864  3157.301748
744  2020.2083  414.74  7.610956  3156.567852  57.926650  2253.652927  3202.413645
745  2020.2917  416.45  7.610997  3169.599778  57.927278  2266.317074  3398.875109
746  2020.3750  417.31  7.611038  3176.162442  57.927906  2279.000931  3499.890489
747  2020.4583  416.60  7.611080  3170.775780  57.928533  2291.719657  3416.387570
748  2020.5417  414.62  7.611121  3155.722957  57.929162  2304.488580  3188.846476
749  2020.6250  412.78  7.611162  3141.735512  57.929789  2317.277075  2984.422946
750  2020.7083  411.52  7.611203  3132.162412  57.930417  2330.100426  2848.343268
751  2020.7917  411.51  7.611245  3132.103284  57.931045  2342.974087  2847.275970
752  2020.8750  413.12  7.611286  3144.374417  57.931673  2355.867180  3021.686859
753  2020.9583  414.26  7.611327  3153.068358  57.932300  2368.795117  3148.317768
754  2021.0417  415.52  7.611368  3162.675777  57.932928  2381.773476  3291.302246
755  2021.1250  416.75  7.611410  3172.054937  57.933556  2394.771129  3433.945032
756  2021.2083  417.64  7.611451  3178.846304  57.934183  2407.803613  3539.044905
757  2021.2917  419.05  7.611492  3189.595740  57.934811  2420.886631  3708.794444
758  2021.3750  419.13  7.611533  3190.221932  57.935438  2433.988805  3718.544824
759  2021.4583  418.94  7.611574  3188.793005  57.936066  2447.125796  3695.408573
760  2021.5417  416.96  7.611616  3173.739289  57.936694  2460.313434  3458.601078
761  2021.6250  414.47  7.611657  3154.803445  57.937321  2473.520090  3171.928014
762  2021.7083  413.30  7.611698  3145.914836  57.937948  2486.761550  3041.508413
763  2021.7917  413.93  7.611739  3150.727281  57.938576  2500.053770  3111.394152
764  2021.8750  415.01  7.611781  3158.965058  57.939204  2513.364868  3233.045076
765  2021.9583  416.71  7.611822  3171.922252  57.939831  2526.710759  3429.258642
766  2022.0417  418.19  7.611863  3183.204997  57.940459  2540.107520  3604.786264
767  2022.1250  419.28  7.611904  3191.519200  57.941086  2553.523023  3736.861286
768  2022.2083  418.81  7.611945  3187.958858  57.941713  2566.973304  3679.620106
769  2022.2917  420.23  7.611987  3198.785151  57.942341  2580.474569  3853.910543
770  2022.3750  420.99  7.612028  3204.587601  57.942968  2593.994436  3948.849549
771  2022.4583  420.99  7.612069  3204.604941  57.943595  2607.549069  3948.849549
772  2022.5417  418.90  7.612110  3188.712991  57.944223  2621.154799  3690.546983
773  2022.6250  417.19  7.612151  3175.713464  57.944850  2634.778992  3485.706520
774  2022.7083  415.95  7.612193  3166.291527  57.945477  2648.437938  3340.825236
775  2022.7917  415.78  7.612234  3165.014597  57.946104  2662.148093  3321.202180
776  2022.8750  417.51  7.612275  3178.200954  57.946731  2675.876573  3523.594438
777  2022.9583  418.95  7.612316  3189.179882  57.947358  2689.639794  3696.624470
778  2023.0417  419.48  7.612357  3193.231703  57.947986  2703.454335  3761.353235
779  2023.1250  420.30  7.612399  3199.491142  57.948613  2717.287064  3862.606625
780  2023.2083  420.98  7.612440  3204.684906  57.949240  2731.154520  3947.592851
781  2023.2917  423.36  7.612481  3222.819964  57.949867  2745.073408  4252.327444
782  2023.3750  424.00  7.612522  3227.709408  57.950494  2759.010346  4336.205680
