             x       y             xy            x²        SQREG        SQTOT
376  1989.5417  354.05  704397.238885  3.958276e+06     4.105268    16.811047
377  1989.6250  351.84  700029.660000  3.958608e+06     3.576079    39.817712
378  1989.7083  350.09  696576.978747  3.958939e+06     3.083391    64.965659
379  1989.7917  350.33  697083.726261  3.959271e+06     2.626677    61.154397
380  1989.8750  351.55  699540.556250  3.959603e+06     2.207034    43.561686
381  1989.9583  352.91  702276.183653  3.959934e+06     1.823891    27.458938
382  1990.0417  353.86  704196.155962  3.960266e+06     1.476855    18.405196
383  1990.1250  355.10  706693.387500  3.960598e+06     1.166757     9.303279
384  1990.2083  355.75  708016.602725  3.960929e+06     0.893160     5.760613
385  1990.2917  356.38  709300.156046  3.961261e+06     0.655801     3.133352
386  1990.3750  357.38  711320.217500  3.961593e+06     0.455250     0.593097
387  1990.4583  356.39  709379.433537  3.961924e+06     0.291198     3.098050
388  1990.5417  354.89  706423.343913  3.962256e+06     0.163517    10.628433
389  1990.6250  353.06  702810.062500  3.962588e+06     0.072511    25.909400
390  1990.7083  351.38  699495.082454  3.962920e+06     0.018005    45.834629
391  1990.7917  351.69  700141.532973  3.963252e+06     0.000001    41.733250
392  1990.8750  353.14  703057.597500  3.963583e+06     0.018541    25.101380
393  1990.9583  354.41  705615.531103  3.963915e+06     0.073581    13.988555
394  1991.0417  354.93  706680.430581  3.964247e+06     0.165254    10.369222
395  1991.1250  355.82  708482.097500  3.964579e+06     0.293340     5.429495
396  1991.2083  357.33  711518.461839  3.964910e+06     0.457926     0.672609
397  1991.2917  358.77  714415.723209  3.965243e+06     0.659277     0.384242
398  1991.3750  359.23  715361.641250  3.965574e+06     0.896908     1.166124
399  1991.4583  358.23  713400.106809  3.965906e+06     1.171040     0.006380
400  1991.5417  356.30  709586.307710  3.966238e+06     1.482068     3.422973
401  1991.6250  353.97  704975.501250  3.966570e+06     1.829245    17.473468
402  1991.7083  352.34  701758.502422  3.966902e+06     2.212923    33.757584
403  1991.7917  352.43  701967.148831  3.967234e+06     2.633628    32.719861
404  1991.8750  353.89  704904.643750  3.967566e+06     3.090351    18.148688
405  1991.9583  355.21  707563.507743  3.967898e+06     3.583574     8.644351
406  1992.0417  356.34  709844.139378  3.968230e+06     4.113957     3.276562
407  1992.1250  357.21  711606.971250  3.968562e+06     4.680225     0.883840
408  1992.2083  357.97  713150.805151  3.968894e+06     5.282995     0.032446
409  1992.2917  359.22  715671.024474  3.969226e+06     5.923054     1.144627
410  1992.3750  359.71  716677.211250  3.969558e+06     6.598869     2.433202
411  1992.4583  359.44  716169.211352  3.969890e+06     7.311184     1.663771
412  1992.5417  357.15  711636.268155  3.970222e+06     8.060921     1.000255
413  1992.6250  354.99  707361.948750  3.970554e+06     8.846282     9.986407
414  1992.7083  353.01  703445.956983  3.970886e+06     9.668143    26.420913
415  1992.7917  353.41  704272.514697  3.971219e+06    10.527557    22.468811
416  1992.8750  354.42  706314.757500  3.971551e+06    11.422463    13.913853
417  1992.9583  355.68  708855.408144  3.971883e+06    12.353870     6.101531
418  1993.0417  357.10  711715.191070  3.972215e+06    13.322961     1.102768
419  1993.1250  357.42  712382.737500  3.972547e+06    14.327413     0.533086
420  1993.2083  358.59  714744.564297  3.972879e+06    15.368366     0.193488
421  1993.2917  359.39  716369.104063  3.973212e+06    16.447135     1.537283
422  1993.3750  360.30  718213.012500  3.973544e+06    17.561133     4.621951
423  1993.4583  359.64  716927.343012  3.973876e+06    18.711631     2.219719
424  1993.5417  357.46  712611.416082  3.974209e+06    19.900077     0.476276
425  1993.6250  355.76  709252.030000  3.974541e+06    21.123621     5.712710
426  1993.7083  354.14  706051.857362  3.974873e+06    22.383665    16.081124
427  1993.7917  354.23  706260.833891  3.975205e+06    23.681788    15.367401
428  1993.8750  355.53  708882.378750  3.975538e+06    25.014878     6.865069
429  1993.9583  357.03  711902.931849  3.975870e+06    26.384468     1.254686
430  1994.0417  358.36  714584.783612  3.976202e+06    27.792269     0.044046
431  1994.1250  359.04  715970.640000  3.976535e+06    29.234904     0.791873
432  1994.2083  360.11  718134.350913  3.976867e+06    30.714040     3.841099
433  1994.2917  361.36  720657.248712  3.977199e+06    32.231518    10.303280
434  1994.3750  361.78  721524.987500  3.977532e+06    33.783699    13.175973
435  1994.4583  360.94  719879.778802  3.977864e+06    35.372380     7.783387
436  1994.5417  359.51  717057.686567  3.978197e+06    36.999536     1.849253
437  1994.6250  357.59  713257.953750  3.978529e+06    38.661262     0.313743
438  1994.7083  355.86  709836.895638  3.978861e+06    40.359490     5.244685
439  1994.7917  356.21  710564.751457  3.979194e+06    42.096323     3.764096
440  1994.8750  357.65  713467.043750  3.979526e+06    43.867595     0.250128
441  1994.9583  359.10  716389.525530  3.979859e+06    45.675368     0.902257
442  1995.0417  360.04  718294.813668  3.980191e+06    47.521878     3.571617
443  1995.1250  361.00  720240.125000  3.980524e+06    49.402697     8.121772
444  1995.2083  361.98  722225.500434  3.980856e+06    51.320016    14.667922
445  1995.2917  363.44  725168.815448  3.981189e+06    53.276203    27.982749
446  1995.3750  363.83  725977.286250  3.981521e+06    55.266567    32.260949
447  1995.4583  363.33  725009.864139  3.981854e+06    57.293432    26.831077
448  1995.5417  361.78  721947.076226  3.982187e+06    59.359297    13.175973
449  1995.6250  359.33  717087.931250  3.982519e+06    61.459207     1.392099
450  1995.7083  358.32  715102.198056  3.982852e+06    63.595617     0.028857
451  1995.7917  358.14  714772.839438  3.983185e+06    65.771159     0.000103
452  1995.8750  359.61  717736.608750  3.983517e+06    67.980615     2.131227
453  1995.9583  360.82  720181.673806  3.983850e+06    70.226571     7.128218
454  1996.0417  362.20  722966.303740  3.984182e+06    72.511791    16.401466
455  1996.1250  363.36  725311.980000  3.984515e+06    74.830792    27.142769
456  1996.2083  364.28  727178.759524  3.984848e+06    77.186295    37.575334
457  1996.2917  364.69  728027.620073  3.985181e+06    79.581191    42.769930
458  1996.3750  365.25  729175.968750  3.985513e+06    82.009738    50.408186
459  1996.4583  365.06  728827.066998  3.985846e+06    84.474786    47.746335
460  1996.5417  363.69  726122.250873  3.986179e+06    86.979360    30.690185
461  1996.6250  361.55  721879.768750  3.986511e+06    89.517453    11.559132
462  1996.7083  359.69  718196.008427  3.986844e+06    92.092047     2.371207
463  1996.7917  359.72  718285.910324  3.987177e+06    94.706298     2.464499
464  1996.8750  361.04  720951.750000  3.987510e+06    97.353937     8.351362
465  1996.9583  362.39  723677.718337  3.987842e+06   100.038077    17.976517
466  1997.0417  363.24  725405.427108  3.988176e+06   102.762005    25.906800
467  1997.1250  364.21  727372.896250  3.988508e+06   105.519190    36.722052
468  1997.2083  364.65  728282.006595  3.988841e+06   108.312876    42.248340
469  1997.2917  366.48  731967.462216  3.989174e+06   111.146481    69.386772
470  1997.3750  366.77  732577.228750  3.989507e+06   114.013212    74.302198
471  1997.4583  365.73  730530.424059  3.989840e+06   116.916443    57.454464
472  1997.5417  364.46  728024.047982  3.990173e+06   119.859726    39.814488
473  1997.6250  362.40  723939.300000  3.990506e+06   122.836003    18.061414
474  1997.7083  360.44  720053.979652  3.990838e+06   125.848780     5.243515
475  1997.7917  360.98  721162.847866  3.991172e+06   128.901740     8.008177
476  1997.8750  362.65  724529.368750  3.991505e+06   131.987562    20.248851
477  1997.9583  364.51  728275.779933  3.991837e+06   135.109885    40.447975
478  1998.0417  365.39  730064.456763  3.992171e+06   138.272523    52.415751
479  1998.1250  366.10  731513.562500  3.992504e+06   141.467891    63.200469
480  1998.2083  367.36  734061.801088  3.992836e+06   144.699759    84.821748
481  1998.2917  368.79  736949.996043  3.993170e+06   147.972074   113.206882
482  1998.3750  369.56  738519.465000  3.993503e+06   151.276988   130.185186
483  1998.4583  369.13  737690.912279  3.993836e+06   154.618403   120.557595
484  1998.5417  367.98  735423.374766  3.994169e+06   158.000395    96.626389
485  1998.6250  366.10  731696.612500  3.994502e+06   161.414855    63.200469
486  1998.7083  364.16  727849.614528  3.994835e+06   164.865815    36.118565
487  1998.7917  364.54  728639.526318  3.995168e+06   168.357484    40.830468
488  1998.8750  365.67  730928.621250  3.995501e+06   171.881490    56.548479
489  1998.9583  367.30  734217.383590  3.995834e+06   175.441996    83.720163
490  1999.0417  368.35  736347.010195  3.996168e+06   179.043343   104.037395
491  1999.1250  369.28  738236.880000  3.996501e+06   182.676894   123.874057
492  1999.2083  369.84  739387.197672  3.996834e+06   186.346946   136.653114
493  1999.2917  371.15  742037.114455  3.997167e+06   190.057970   168.996679
494  1999.3750  371.12  742008.050000  3.997500e+06   193.801067   168.217587
495  1999.4583  370.46  740719.321818  3.997833e+06   197.580665   151.532956
496  1999.5417  369.61  739050.607737  3.998167e+06   201.401366   131.328673
497  1999.6250  367.06  733982.352500  3.998500e+06   205.254009    79.385824
498  1999.7083  364.95  729793.544085  3.998833e+06   209.143152    46.238263
499  1999.7917  365.52  730963.862184  3.999167e+06   213.073531    54.315018
500  1999.8750  366.88  733714.140000  3.999500e+06   217.035720    76.210670
501  1999.9583  368.26  736504.643558  3.999833e+06   221.034409   102.209518
502  2000.0417  369.45  738915.406065  4.000167e+06   225.074465   127.687114
503  2000.1250  369.71  739466.213750  4.000500e+06   229.146199   133.630647
504  2000.2083  370.75  741577.227225  4.000833e+06   233.254435   158.756782
505  2000.2917  371.98  744068.506566  4.001167e+06   237.404168   191.265367
506  2000.3750  371.75  743639.406250  4.001500e+06   241.585448   184.956526
507  2000.4583  371.87  743910.428021  4.001833e+06   245.803229   188.234896
508  2000.5417  370.02  740240.439834  4.002167e+06   250.062640   140.893868
509  2000.6250  368.27  736770.168750  4.002500e+06   254.353466   102.411815
510  2000.7083  367.15  734560.052345  4.002834e+06   258.680792    80.997701
511  2000.7917  367.18  734650.696406  4.003167e+06   263.049880    81.538594
512  2000.8750  368.53  737382.463750  4.003501e+06   267.450252   107.741749
513  2000.9583  369.83  740014.408089  4.003834e+06   271.887125   136.419417
514  2001.0417  370.76  741906.220692  4.004168e+06   276.365890   159.008879
515  2001.1250  371.69  743798.151250  4.004501e+06   280.875808   183.328142
516  2001.2083  372.63  745710.248829  4.004835e+06   285.422226   209.666701
517  2001.2917  373.55  747582.514535  4.005168e+06   290.010668   237.156066
518  2001.3750  374.03  748574.291250  4.005502e+06   294.630132   252.170344
519  2001.4583  373.40  747344.529220  4.005835e+06   299.286096   232.558605
520  2001.5417  371.68  743933.019056  4.006169e+06   303.984216   183.057444
521  2001.6250  369.78  740160.892500  4.006503e+06   308.713225   135.253929
522  2001.7083  368.34  737309.235222  4.006836e+06   313.478735   103.833497
523  2001.7917  368.61  737880.438537  4.007170e+06   318.286532   109.408928
524  2001.8750  369.94  740573.637500  4.007504e+06   323.125087   139.001089
525  2001.9583  371.42  743567.351786  4.007837e+06   328.000143   176.089510
526  2002.0417  372.70  746160.941590  4.008171e+06   332.917617   211.698784
527  2002.1250  373.37  747533.411250  4.008505e+06   337.865718   231.644512
528  2002.2083  374.30  749426.566690  4.008838e+06   342.850320   260.818375
529  2002.2917  375.19  751239.822923  4.009172e+06   347.877472   290.357248
530  2002.3750  375.93  752752.833750  4.009506e+06   352.935118   316.123859
531  2002.4583  375.69  752303.558727  4.009839e+06   358.029265   307.647120
532  2002.5417  374.16  749271.002472  4.010173e+06   363.166095   256.316011
533  2002.6250  372.03  745036.578750  4.010507e+06   368.333287   192.650855
534  2002.7083  370.92  742844.562636  4.010841e+06   373.536980   163.069638
535  2002.7917  370.73  742494.966941  4.011175e+06   378.783487   158.253187
536  2002.8750  372.43  745930.736250  4.011508e+06   384.060225   203.914753
537  2002.9583  373.98  749066.345034  4.011842e+06   389.373464   250.584857
538  2003.0417  375.07  751280.850419  4.012176e+06   394.729647   286.282078
539  2003.1250  375.82  752814.437500  4.012510e+06   400.115931   312.224387
540  2003.2083  376.64  754488.374112  4.012843e+06   405.538716   341.875377
541  2003.2917  377.92  757083.999264  4.013178e+06   411.004577   390.847850
542  2003.3750  378.78  758838.382500  4.013511e+06   416.500407   425.591631
543  2003.4583  378.46  758228.828218  4.013845e+06   422.032737   412.490912
544  2003.5417  376.88  755094.795896  4.014179e+06   427.608276   350.808116
545  2003.6250  374.57  750497.816250  4.014513e+06   433.213651   269.612206
546  2003.7083  373.34  748064.456722  4.014847e+06   438.855528   230.732220
547  2003.7917  373.31  748035.479527  4.015181e+06   444.540743   229.821728
548  2003.8750  374.84  751132.505000  4.015515e+06   450.255665   278.551837
549  2003.9583  376.17  753828.993711  4.015849e+06   456.007087   324.715797
550  2004.0417  377.17  755864.407989  4.016183e+06   461.801980   361.755542
551  2004.1250  378.05  757659.456250  4.016517e+06   467.626447   396.004917
552  2004.2083  379.06  759715.198198  4.016851e+06   473.487415   437.222759
553  2004.2917  380.54  762713.163518  4.017185e+06   479.391985   501.306381
554  2004.3750  380.80  763266.000000  4.017519e+06   485.325998   513.016715
555  2004.4583  379.87  761433.574421  4.017853e+06   491.296512   471.752852
556  2004.5417  377.65  757015.173005  4.018187e+06   497.310760   380.245019
557  2004.6250  376.17  754079.786250  4.018521e+06   503.354318   324.715797
558  2004.7083  374.43  750622.928769  4.018855e+06   509.434378   265.034242
559  2004.7917  374.63  751055.114571  4.019190e+06   515.558303   271.586191
560  2004.8750  376.33  754494.608750  4.019524e+06   521.711407   330.507756
561  2004.9583  377.68  757232.650744  4.019858e+06   527.901013   381.415912
562  2005.0417  378.63  759168.938871  4.020192e+06   534.134615   419.425169
563  2005.1250  379.91  761767.038750  4.020526e+06   540.397265   473.492042
564  2005.2083  380.95  763884.101885  4.020860e+06   546.696416   519.834176
565  2005.2917  382.48  766983.969416  4.021195e+06   553.039696   591.942685
566  2005.3750  382.64  767336.690000  4.021529e+06   559.411892   599.753845
567  2005.4583  382.40  766887.253920  4.021863e+06   565.820589   588.056306
568  2005.5417  380.93  763970.999781  4.022198e+06   572.273546   518.922581
569  2005.6250  378.93  759991.481250  4.022532e+06   578.755288   431.803092
570  2005.7083  376.89  755931.401187  4.022866e+06   585.273531   351.182813
571  2005.7917  377.19  756564.571323  4.023200e+06   591.836165   362.516737
572  2005.8750  378.54  759303.922500  4.023535e+06   598.427453   415.746892
573  2005.9583  380.31  762886.001073  4.023869e+06   605.055241   491.059940
574  2006.0417  381.58  765465.391886  4.024203e+06   611.727552   548.958915
575  2006.1250  382.40  767142.200000  4.024538e+06   618.428386   588.056306
576  2006.2083  382.86  768096.909738  4.024872e+06   625.165720   610.577788
577  2006.2917  384.80  772021.046160  4.025206e+06   631.947709   710.215693
578  2006.3750  385.22  772895.777500  4.025541e+06   638.758089   732.777986
579  2006.4583  384.24  770961.537192  4.025875e+06   645.604969   680.681436
580  2006.5417  382.65  767803.181505  4.026210e+06   652.496635   600.243742
581  2006.6250  380.60  763721.475000  4.026544e+06   659.416560   503.996766
582  2006.7083  379.04  760622.714032  4.026878e+06   666.372986   436.386764
583  2006.7917  379.33  761236.295561  4.027213e+06   673.374329   448.586990
584  2006.8750  380.35  763314.906250  4.027547e+06   680.403800   492.834330
585  2006.9583  382.02  766698.209766  4.027882e+06   687.469772   569.770803
586  2007.0417  383.10  768897.675270  4.028216e+06   694.580793   622.496127
587  2007.1250  384.12  770976.855000  4.028551e+06   701.719809   674.434267
588  2007.2083  384.81  772393.825923  4.028885e+06   708.895327   710.748790
589  2007.2917  386.73  776279.919141  4.029220e+06   716.116025   816.809100
590  2007.3750  386.78  776412.502500  4.029554e+06   723.364588   819.669587
591  2007.4583  386.33  775541.365039  4.029889e+06   730.649651   794.105202
592  2007.5417  384.73  772361.518241  4.030224e+06   737.980026   706.489611
593  2007.6250  382.24  767394.580000  4.030558e+06   745.338135   580.321947
594  2007.7083  381.20  765338.403960  4.030893e+06   752.732744   531.296612
595  2007.7917  381.37  765711.520629  4.031228e+06   760.172796   539.162469
596  2007.8750  382.70  768413.762500  4.031562e+06   767.640450   602.696229
597  2007.9583  384.19  771437.499277  4.031897e+06   775.144605   678.074949
598  2008.0417  385.78  774662.327026  4.032231e+06   782.694335   763.409843
599  2008.1250  386.06  775256.737500  4.032566e+06   790.271535   778.960971
600  2008.2083  386.28  775730.702124  4.032901e+06   797.885236   791.289715
601  2008.2917  387.34  777891.707078  4.033236e+06   805.544643   852.048644
602  2008.3750  388.78  780816.032500  4.033570e+06   813.231389   938.189076
603  2008.4583  387.99  779261.735817  4.033905e+06   820.954635   890.417978
604  2008.5417  386.61  776522.306637  4.034240e+06   828.723720   809.964331
605  2008.6250  384.32  771954.760000  4.034574e+06   836.520012   684.862215
606  2008.7083  383.41  770158.849303  4.034909e+06   844.352804   638.061148
607  2008.7917  383.21  769789.067357  4.035244e+06   852.231566   627.997199
608  2008.8750  384.41  772231.638750  4.035579e+06   860.137403   689.580892
609  2008.9583  385.79  775036.022557  4.035913e+06   868.079741   763.962540
610  2009.0417  387.17  777840.674989  4.036249e+06   876.068180   842.152988
611  2009.1250  387.70  778937.762500  4.036583e+06   884.083564   873.194952
612  2009.2083  389.04  781662.397032  4.036918e+06   892.135447   954.184210
613  2009.2917  389.76  783141.532992  4.037253e+06   900.233564   999.184026
614  2009.3750  390.36  784379.625000  4.037588e+06   908.358493  1037.475873
615  2009.4583  389.70  783085.899510  4.037923e+06   916.519923   995.394441
616  2009.5417  388.24  780184.469608  4.038258e+06   924.727716   905.400414
617  2009.6250  386.29  776298.041250  4.038593e+06   932.962191   791.852412
618  2009.7083  384.95  773637.210085  4.038927e+06   941.233167   718.233155
619  2009.7917  384.64  773046.279488  4.039263e+06   949.550638   701.713334
620  2009.8750  386.23  776274.021250  4.039598e+06   957.894658   788.479228
621  2009.9583  387.63  779120.135829  4.039932e+06   966.275180   869.062870
622  2010.0417  388.91  781725.317547  4.040268e+06   974.702328   946.169743
623  2010.1250  390.41  784772.901250  4.040603e+06   983.155894  1040.699360
624  2010.2083  391.37  786735.222371  4.040937e+06   991.645962  1103.559915
625  2010.2917  392.67  789381.241839  4.041273e+06  1000.182787  1191.621583
626  2010.3750  393.21  790499.553750  4.041608e+06  1008.745899  1229.194645
627  2010.4583  392.38  788863.627754  4.041943e+06  1017.345512  1171.684157
628  2010.5417  390.41  784935.585097  4.042278e+06  1025.992015  1040.699360
629  2010.6250  388.54  781208.237500  4.042613e+06  1034.664673   923.544338
630  2010.7083  387.03  778204.433349  4.042948e+06  1043.373832   834.047023
631  2010.7917  387.43  779041.028331  4.043283e+06  1052.130012   857.310921
632  2010.8750  388.87  781968.961250  4.043618e+06  1060.912216   943.710553
633  2010.9583  389.99  784253.627417  4.043953e+06  1069.730921  1013.777467
634  2011.0417  391.50  787322.825550  4.044289e+06  1078.596778  1112.213981
635  2011.1250  392.05  788461.556250  4.044624e+06  1087.488528  1149.201341
636  2011.2083  392.80  790002.620240  4.044959e+06  1096.416778  1200.613649
637  2011.2917  393.44  791322.606448  4.045294e+06  1105.392313  1245.375086
638  2011.3750  394.41  793306.413750  4.045629e+06  1114.393608  1314.778338
639  2011.4583  393.95  792413.997285  4.045964e+06  1123.431405  1281.630856
640  2011.5417  392.72  789972.656424  4.046300e+06  1132.516617  1195.076070
641  2011.6250  390.33  785197.586250  4.046635e+06  1141.627458  1035.544180
642  2011.7083  389.28  783117.807024  4.046970e+06  1150.774800   969.068949
643  2011.7917  389.19  782969.211723  4.047306e+06  1159.969689   963.473672
644  2011.8750  390.48  785596.950000  4.047641e+06  1169.190076  1045.220642
645  2011.9583  392.06  788808.371098  4.047976e+06  1178.446964  1149.879438
646  2012.0417  393.31  791356.121027  4.048312e+06  1187.751531  1236.216619
647  2012.1250  394.04  792857.735000  4.048647e+06  1197.081464  1288.082933
648  2012.2083  394.59  793997.273097  4.048982e+06  1206.447897  1327.864292
649  2012.2917  396.38  797632.184046  4.049318e+06  1215.862141  1461.523135
650  2012.3750  396.93  798772.008750  4.049653e+06  1225.301620  1503.878495
651  2012.4583  395.91  796752.365553  4.049988e+06  1234.777599  1425.807955
652  2012.5417  394.56  794068.453152  4.050324e+06  1244.301521  1325.678800
653  2012.6250  392.59  790136.448750  4.050659e+06  1253.850545  1186.104803
654  2012.7083  391.32  787613.011956  4.050995e+06  1263.436070  1100.240427
655  2012.7917  391.27  787545.008459  4.051330e+06  1273.069669  1096.925940
656  2012.8750  393.20  791462.450000  4.051666e+06  1282.728239  1228.493547
657  2012.9583  394.57  794252.956431  4.052001e+06  1292.423310  1326.407097
658  2013.0417  395.78  796721.644026  4.052337e+06  1302.166586  1416.007288
659  2013.1250  397.03  799271.018750  4.052672e+06  1311.934702  1511.644469
660  2013.2083  397.66  800572.412578  4.053008e+06  1321.739319  1561.030008
661  2013.2917  398.64  802578.603288  4.053343e+06  1331.592272  1639.429758
662  2013.3750  400.02  805390.267500  4.053679e+06  1341.469934  1753.086205
663  2013.4583  398.81  802987.304623  4.054014e+06  1351.384097  1653.225214
664  2013.5417  397.51  800402.961167  4.054350e+06  1361.346727  1549.199546
665  2013.6250  395.39  796167.188750  4.054686e+06  1371.333935  1386.808088
666  2013.7083  393.72  792837.231876  4.055021e+06  1381.357643  1265.215814
667  2013.7917  393.90  793232.550630  4.055357e+06  1391.429951  1278.053368
668  2013.8750  395.36  796205.620000  4.055693e+06  1401.526705  1384.574596
669  2013.9583  397.03  799601.863849  4.056028e+06  1411.659959  1511.644469
670  2014.0417  398.04  801669.158268  4.056364e+06  1421.841944  1591.201911
671  2014.1250  398.27  802165.563750  4.056700e+06  1432.048243  1609.604152
672  2014.2083  399.91  805502.041253  4.057035e+06  1442.291043  1743.886933
673  2014.2917  401.51  808758.260467  4.057371e+06  1452.582706  1880.078525
674  2014.3750  401.96  809698.175000  4.057707e+06  1462.898551  1919.304910
675  2014.4583  401.43  808663.995369  4.058042e+06  1473.250896  1873.147345
676  2014.5417  399.27  804346.064559  4.058378e+06  1483.652236  1690.843897
677  2014.6250  397.18  800168.757500  4.058714e+06  1494.077627  1523.330931
678  2014.7083  395.54  796897.720982  4.059050e+06  1504.539519  1398.002550
679  2014.7917  396.16  798179.879872  4.059386e+06  1515.050536  1444.750391
680  2014.8750  397.40  800711.325000  4.059721e+06  1525.585472  1540.552474
681  2014.9583  399.08  804129.558364  4.060057e+06  1536.156910  1675.254445
682  2015.0417  400.18  806379.387506  4.060393e+06  1546.777604  1766.510164
683  2015.1250  400.55  807158.318750  4.060729e+06  1557.422087  1797.749170
684  2015.2083  401.74  809589.782442  4.061064e+06  1568.103070  1900.076966
685  2015.2917  403.34  812847.754278  4.061401e+06  1578.833442  2042.124557
686  2015.3750  404.15  814513.806250  4.061736e+06  1589.587470  2115.988250
687  2015.4583  402.97  812169.231151  4.062072e+06  1600.377999  2008.820952
688  2015.5417  401.46  809159.370882  4.062408e+06  1611.218048  1875.745037
689  2015.6250  399.11  804456.093750  4.062744e+06  1622.081622  1677.711138
690  2015.7083  397.82  801889.075906  4.063080e+06  1632.981697  1573.698767
691  2015.7917  398.49  803272.834533  4.063416e+06  1643.931423  1627.305296
692  2015.8750  400.27  806894.286250  4.063752e+06  1654.904543  1774.083641
693  2015.9583  402.06  810536.194098  4.064088e+06  1665.914163  1928.076884
694  2016.0417  402.73  811920.473841  4.064424e+06  1676.973567  1987.365013
695  2016.1250  404.25  815018.531250  4.064760e+06  1688.056233  2125.198225
696  2016.2083  405.06  816685.333998  4.065096e+06  1699.175399  2200.536118
697  2016.2917  407.60  821840.496920  4.065432e+06  1710.344480  2445.289869
698  2016.3750  407.90  822479.362500  4.065768e+06  1721.536691  2475.049792
699  2016.4583  406.99  820678.363517  4.066104e+06  1732.765404  2385.333125
700  2016.5417  404.59  815872.606403  4.066440e+06  1744.044162  2156.661738
701  2016.6250  402.45  811590.731250  4.066776e+06  1755.345919  1962.478685
702  2016.7083  401.23  809163.871209  4.067112e+06  1766.684177  1855.875396
703  2016.7917  401.79  810326.737143  4.067449e+06  1778.072613  1904.438453
704  2016.8750  403.72  814252.775000  4.067785e+06  1789.483916  2076.613260
705  2016.9583  404.64  816142.006512  4.068121e+06  1800.931719  2161.308225
706  2017.0417  406.36  819645.065212  4.068457e+06  1812.429832  2324.191786
707  2017.1250  406.66  820284.052500  4.068793e+06  1823.950681  2353.207709
708  2017.2083  407.54  822093.070582  4.069129e+06  1835.508031  2439.359484
709  2017.2917  409.22  825516.109474  4.069466e+06  1847.115821  2608.131855
710  2017.3750  409.89  826901.838750  4.069802e+06  1858.746216  2677.014384
711  2017.4583  409.08  825301.841364  4.070138e+06  1870.413111  2593.851891
712  2017.5417  407.33  821805.260661  4.070475e+06  1882.130579  2418.659838
713  2017.6250  405.32  817783.765000  4.070811e+06  1893.870519  2224.996851
714  2017.7083  403.57  814286.538631  4.071147e+06  1905.646960  2062.964798
715  2017.7917  403.82  814824.644294  4.071483e+06  1917.474105  2085.737235
716  2017.8750  405.31  817864.916250  4.071820e+06  1929.323591  2224.053554
717  2017.9583  407.00  821309.028100  4.072156e+06  1941.209578  2386.310022
718  2018.0417  408.15  823663.719855  4.072492e+06  1953.146400  2499.987229
719  2018.1250  408.52  824444.425000  4.072829e+06  1965.105432  2537.124034
720  2018.2083  409.59  826637.937597  4.073165e+06  1977.100965  2646.060461
721  2018.2917  410.45  828407.828265  4.073501e+06  1989.147464  2735.276641
722  2018.3750  411.44  830440.210000  4.073838e+06  2001.216042  2839.810488
723  2018.4583  410.99  829566.176717  4.074174e+06  2013.321121  2792.052103
724  2018.5417  408.90  825381.701130  4.074511e+06  2025.477298  2575.549537
725  2018.6250  407.16  821903.355000  4.074847e+06  2037.655421  2401.967581
726  2018.7083  405.71  819010.144393  4.075183e+06  2049.870046  2261.941452
727  2018.7917  406.19  820013.000623  4.075520e+06  2062.135900  2307.829329
728  2018.8750  408.21  824124.963750  4.075856e+06  2074.423569  2505.990813
729  2018.9583  409.27  826299.063441  4.076193e+06  2086.747739  2613.241343
730  2019.0417  411.03  829886.709951  4.076529e+06  2099.123271  2796.280893
731  2019.1250  411.96  831798.735000  4.076866e+06  2111.520486  2895.502355
732  2019.2083  412.18  832277.277094  4.077202e+06  2123.954202  2919.227099
733  2019.2917  413.54  835057.889618  4.077539e+06  2136.439411  3068.037952
734  2019.3750  414.86  837757.912500  4.077875e+06  2148.946172  3216.009615
735  2019.4583  414.16  836378.849528  4.078212e+06  2161.489433  3137.105794
736  2019.5417  411.97  831990.594149  4.078549e+06  2174.084319  2896.578653
737  2019.6250  410.18  828409.782500  4.078885e+06  2186.700626  2707.107610
738  2019.7083  408.76  825575.964708  4.079222e+06  2199.353434  2561.359173
739  2019.7917  408.75  825589.857375  4.079559e+06  2212.057997  2560.347075
740  2019.8750  410.48  829118.290000  4.079895e+06  2224.783850  2738.415533
741  2019.9583  411.98  832182.420434  4.080232e+06  2237.546203  2897.655150
742  2020.0417  413.61  835509.447537  4.080568e+06  2250.360444  3075.797434
743  2020.1250  414.34  837018.592500  4.080905e+06  2263.195842  3157.301748
744  2020.2083  414.74  837861.190342  4.081242e+06  2276.067741  3202.413645
745  2020.2917  416.45  841350.478465  4.081579e+06  2288.991659  3398.875109
746  2020.3750  417.31  843122.691250  4.081915e+06  2301.936603  3499.890489
747  2020.4583  416.60  841722.927780  4.082252e+06  2314.918048  3416.387570
748  2020.5417  414.62  837756.999654  4.082589e+06  2327.951644  3188.846476
749  2020.6250  412.78  834073.587500  4.082925e+06  2341.006134  2984.422946
750  2020.7083  411.52  831561.879616  4.083262e+06  2354.097124  2848.343268
751  2020.7917  411.51  831575.992467  4.083599e+06  2367.240397  2847.275970
752  2020.8750  413.12  834863.880000  4.083936e+06  2380.404433  3021.686859
753  2020.9583  414.26  837202.185358  4.084272e+06  2393.604969  3148.317768
754  2021.0417  415.52  839783.247184  4.084610e+06  2406.857919  3291.302246
755  2021.1250  416.75  842303.843750  4.084946e+06  2420.131501  3433.945032
756  2021.2083  417.64  844137.434412  4.085283e+06  2433.441583  3539.044905
