             x       y        SQREG        SQTOT
619  2009.7917  384.64   954.623579   701.713334
620  2009.8750  386.23   965.591436   788.479228
621  2009.9583  387.63   976.633392   869.062870
622  2010.0417  388.91   987.763032   946.169743
623  2010.1250  390.41   998.953862  1040.699360
624  2010.2083  391.37  1010.219376  1103.559915
625  2010.2917  392.67  1021.573429  1191.621583
626  2010.3750  393.21  1032.988988  1229.194645
627  2010.4583  392.38  1044.479820  1171.684157
628  2010.5417  390.41  1056.060050  1040.699360
629  2010.6250  388.54  1067.702103   923.544338
630  2010.7083  387.03  1079.420018   834.047023
631  2010.7917  387.43  1091.228193   857.310921
632  2010.8750  388.87  1103.098510   943.710553
633  2010.9583  389.99  1115.045278  1013.777467
634  2011.0417  391.50  1127.083174  1112.213981
635  2011.1250  392.05  1139.183528  1149.201341
636  2011.2083  392.80  1151.360926  1200.613649
637  2011.2917  393.44  1163.630323  1245.375086
638  2011.3750  394.41  1175.962495  1314.778338
639  2011.4583  393.95  1188.372304  1281.630856
640  2011.5417  392.72  1200.874987  1195.076070
641  2011.6250  390.33  1213.440762  1035.544180
642  2011.7083  389.28  1226.084770   969.068949
643  2011.7917  389.19  1238.822531   963.473672
644  2011.8750  390.48  1251.623698  1045.220642
645  2011.9583  392.06  1264.503698  1149.879438
646  2012.0417  393.31  1277.478333  1236.216619
647  2012.1250  394.04  1290.516690  1288.082933
648  2012.2083  394.59  1303.634479  1327.864292
649  2012.2917  396.38  1316.847790  1461.523135
650  2012.3750  396.93  1330.125139  1503.878495
651  2012.4583  395.91  1343.482520  1425.807955
652  2012.5417  394.56  1356.936315  1325.678800
653  2012.6250  392.59  1370.454462  1186.104803
654  2012.7083  391.32  1384.053245  1100.240427
655  2012.7917  391.27  1397.749336  1096.925940
656  2012.8750  393.20  1411.510094  1228.493547
657  2012.9583  394.57  1425.352093  1326.407097
658  2013.0417  395.78  1439.292300  1416.007288
659  2013.1250  397.03  1453.297486  1511.644469
660  2013.2083  397.66  1467.384522  1561.030008
661  2013.2917  398.64  1481.570667  1639.429758
662  2013.3750  400.02  1495.822106  1753.086205
663  2013.4583  398.81  1510.156002  1653.225214
664  2013.5417  397.51  1524.589915  1549.199546
665  2013.6250  395.39  1539.089435  1386.808088
666  2013.7083  393.72  1553.672023  1265.215814
667  2013.7917  393.90  1568.355539  1278.053368
668  2013.8750  395.36  1583.104975  1384.574596
669  2013.9583  397.03  1597.938091  1511.644469
670  2014.0417  398.04  1612.873050  1591.201911
671  2014.1250  398.27  1627.874241  1609.604152
672  2014.2083  399.91  1642.959727  1743.886933
673  2014.2917  401.51  1658.147974  1880.078525
674  2014.3750  401.96  1673.402766  1919.304910
675  2014.4583  401.43  1688.742468  1873.147345
676  2014.5417  399.27  1704.185855  1690.843897
677  2014.6250  397.18  1719.696098  1523.330931
678  2014.7083  395.54  1735.291870  1398.002550
679  2014.7917  396.16  1750.992253  1444.750391
680  2014.8750  397.40  1766.759803  1540.552474
681  2014.9583  399.08  1782.613502  1675.254445
682  2015.0417  400.18  1798.572743  1766.510164
683  2015.1250  400.55  1814.599462  1797.749170
684  2015.2083  401.74  1830.712951  1900.076966
685  2015.2917  403.34  1846.932918  2042.124557
686  2015.3750  404.15  1863.220673  2115.988250
687  2015.4583  402.97  1879.595821  2008.820952
688  2015.5417  401.46  1896.078386  1875.745037
689  2015.6250  399.11  1912.629050  1677.711138
690  2015.7083  397.82  1929.267732  1573.698767
691  2015.7917  398.49  1946.014774  1627.305296
692  2015.8750  400.27  1962.830224  1774.083641
693  2015.9583  402.06  1979.734319  1928.076884
694  2016.0417  402.73  1996.747721  1987.365013
695  2016.1250  404.25  2013.829841  2125.198225
696  2016.2083  405.06  2031.001235  2200.536118
697  2016.2917  407.60  2048.282887  2445.289869
698  2016.3750  407.90  2065.633565  2475.049792
699  2016.4583  406.99  2083.074148  2385.333125
700  2016.5417  404.59  2100.625944  2156.661738
701  2016.6250  402.45  2118.247075  1962.478685
702  2016.7083  401.23  2135.958743  1855.875396
703  2016.7917  401.79  2153.782584  1904.438453
704  2016.8750  403.72  2171.676068  2076.613260
705  2016.9583  404.64  2189.660722  2161.308225
706  2017.0417  406.36  2207.758513  2324.191786
707  2017.1250  406.66  2225.926255  2353.207709
708  2017.2083  407.54  2244.185802  2439.359484
709  2017.2917  409.22  2262.559455  2608.131855
710  2017.3750  409.89  2281.003364  2677.014384
711  2017.4583  409.08  2299.539718  2593.851891
712  2017.5417  407.33  2318.191149  2418.659838
713  2017.6250  405.32  2336.913142  2224.996851
714  2017.7083  403.57  2355.728220  2062.964798
715  2017.7917  403.82  2374.659350  2085.737235
716  2017.8750  405.31  2393.661349  2224.053554
717  2017.9583  407.00  2412.757073  2386.310022
718  2018.0417  408.15  2431.969831  2499.987229
719  2018.1250  408.52  2451.253763  2537.124034
720  2018.2083  409.59  2470.632063  2646.060461
721  2018.2917  410.45  2490.128381  2735.276641
722  2018.3750  411.44  2509.696177  2839.810488
723  2018.4583  410.99  2529.358987  2792.052103
724  2018.5417  408.90  2549.140804  2575.549537
725  2018.6250  407.16  2568.994403  2401.967581
726  2018.7083  405.71  2588.943663  2261.941452
727  2018.7917  406.19  2609.012921  2307.829329
728  2018.8750  408.21  2629.154266  2505.990813
729  2018.9583  409.27  2649.391921  2613.241343
730  2019.0417  411.03  2669.750570  2796.280893
731  2019.1250  411.96  2690.181610  2895.502355
732  2019.2083  412.18  2710.709610  2919.227099
733  2019.2917  413.54  2731.359606  3068.037952
734  2019.3750  414.86  2752.082294  3216.009615
735  2019.4583  414.16  2772.902595  3137.105794
736  2019.5417  411.97  2793.845897  2896.578653
737  2019.6250  410.18  2814.862194  2707.107610
738  2019.7083  408.76  2835.976758  2561.359173
739  2019.7917  408.75  2857.215331  2560.347075
740  2019.8750  410.48  2878.527202  2738.415533
741  2019.9583  411.98  2899.937995  2897.655150
742  2020.0417  413.61  2921.473811  3075.797434
743  2020.1250  414.34  2943.083225  3157.301748
744  2020.2083  414.74  2964.792220  3202.413645
745  2020.2917  416.45  2986.627256  3398.875109
746  2020.3750  417.31  3008.536190  3499.890489
747  2020.4583  416.60  3030.545364  3416.387570
748  2020.5417  414.62  3052.681601  3188.846476
749  2020.6250  412.78  3074.892037  2984.422946
750  2020.7083  411.52  3097.203374  2848.343268
751  2020.7917  411.51  3119.642799  2847.275970
752  2020.8750  413.12  3142.156723  3021.686859
753  2020.9583  414.26  3164.772211  3148.317768
754  2021.0417  415.52  3187.516818  3291.302246
755  2021.1250  416.75  3210.336222  3433.945032
756  2021.2083  417.64  3233.257855  3539.044905
757  2021.2917  419.05  3256.309642  3708.794444
758  2021.3750  419.13  3279.436524  3718.544824
759  2021.4583  418.94  3302.666303  3695.408573
760  2021.5417  416.96  3326.027273  3458.601078
761  2021.6250  414.47  3349.463636  3171.928014
762  2021.7083  413.30  3373.003564  3041.508413
763  2021.7917  413.93  3396.675727  3111.394152
764  2021.8750  415.01  3420.423580  3233.045076
765  2021.9583  416.71  3444.275669  3429.258642
766  2022.0417  418.19  3468.261039  3604.786264
767  2022.1250  419.28  3492.322396  3736.861286
768  2022.2083  418.81  3516.488661  3679.620106
769  2022.2917  420.23  3540.789259  3853.910543
770  2022.3750  420.99  3565.166139  3948.849549
771  2022.4583  420.99  3589.648602  3948.849549
772  2022.5417  418.90  3614.266452  3690.546983
773  2022.6250  417.19  3638.960881  3485.706520
774  2022.7083  415.95  3663.761568  3340.825236
775  2022.7917  415.78  3688.698702  3321.202180
776  2022.8750  417.51  3713.712710  3523.594438
777  2022.9583  418.95  3738.833653  3696.624470
778  2023.0417  419.48  3764.092108  3761.353235
779  2023.1250  420.30  3789.427730  3862.606625
780  2023.2083  420.98  3814.870967  3947.592851
781  2023.2917  423.36  3840.452785  4252.327444
782  2023.3750  424.00  3866.112063  4336.205680
