             x       y      Ln y          xLny            x²         SQREG         SQTOT
294  1982.7083  338.38  5.824170  11547.629256  3.931132e+06  1.323465e-03  2.820571e-03
295  1982.7917  338.41  5.824258  11548.290774  3.931463e+06  1.296294e-03  2.811162e-03
296  1982.8750  339.44  5.827297  11554.801937  3.931793e+06  1.269437e-03  2.498138e-03
297  1982.9583  340.78  5.831237  11563.100022  3.932124e+06  1.242861e-03  2.119817e-03
298  1983.0417  341.57  5.833553  11568.178136  3.932454e+06  1.216535e-03  1.911958e-03
299  1983.1250  342.79  5.837118  11575.734663  3.932785e+06  1.190522e-03  1.612871e-03
300  1983.2083  343.37  5.838809  11579.573644  3.933115e+06  1.164790e-03  1.479940e-03
301  1983.2917  345.39  5.844674  11591.693857  3.933446e+06  1.139308e-03  1.063044e-03
302  1983.3750  346.14  5.846843  11596.482865  3.933776e+06  1.114139e-03  9.263049e-04
303  1983.4583  345.76  5.845745  11594.791227  3.934107e+06  1.089250e-03  9.943731e-04
304  1983.5417  344.32  5.841571  11587.000580  3.934438e+06  1.064614e-03  1.274998e-03
305  1983.6250  342.51  5.836301  11577.032282  3.934768e+06  1.040288e-03  1.679174e-03
306  1983.7083  340.46  5.830298  11565.609829  3.935099e+06  1.016243e-03  2.207208e-03
307  1983.7917  340.53  5.830503  11566.503909  3.935430e+06  9.924515e-04  2.187933e-03
308  1983.8750  341.79  5.834197  11574.316608  3.935760e+06  9.689695e-04  1.856064e-03
309  1983.9583  343.20  5.838313  11582.970264  3.936091e+06  9.457686e-04  1.518287e-03
310  1984.0417  344.21  5.841252  11589.287422  3.936421e+06  9.228216e-04  1.297919e-03
311  1984.1250  344.92  5.843313  11593.862426  3.936752e+06  9.001833e-04  1.153694e-03
312  1984.2083  345.68  5.845513  11598.716388  3.937083e+06  8.778262e-04  1.009021e-03
313  1984.2917  347.38  5.850419  11608.938422  3.937414e+06  8.557238e-04  7.214216e-04
314  1984.3750  347.78  5.851570  11611.709409  3.937744e+06  8.339293e-04  6.609259e-04
315  1984.4583  347.16  5.849786  11608.655922  3.938075e+06  8.124159e-04  7.558544e-04
316  1984.5417  345.79  5.845832  11601.296689  3.938406e+06  7.911584e-04  9.889088e-04
317  1984.6250  343.74  5.839886  11589.982875  3.938736e+06  7.702076e-04  1.398238e-03
318  1984.7083  341.59  5.833611  11578.016543  3.939067e+06  7.495379e-04  1.906841e-03
319  1984.7917  341.86  5.834401  11580.071268  3.939398e+06  7.291251e-04  1.838461e-03
320  1984.8750  343.31  5.838634  11588.958321  3.939729e+06  7.090181e-04  1.493416e-03
321  1984.9583  345.00  5.843544  11599.191992  3.940059e+06  6.891922e-04  1.137993e-03
322  1985.0417  345.48  5.844935  11602.439221  3.940391e+06  6.696241e-04  1.046123e-03
323  1985.1250  346.41  5.847623  11608.262696  3.940721e+06  6.503608e-04  8.794505e-04
324  1985.2083  347.91  5.851944  11617.327454  3.941052e+06  6.313787e-04  6.418495e-04
325  1985.2917  348.66  5.854097  11622.090652  3.941383e+06  6.126554e-04  5.373745e-04
326  1985.3750  349.28  5.855874  11626.105630  3.941714e+06  5.942358e-04  4.581604e-04
327  1985.4583  348.65  5.854069  11623.008999  3.942045e+06  5.760974e-04  5.387051e-04
328  1985.5417  346.90  5.849037  11613.505983  3.942376e+06  5.582189e-04  7.976118e-04
329  1985.6250  345.26  5.844298  11604.583733  3.942707e+06  5.406430e-04  1.087734e-03
330  1985.7083  343.47  5.839100  11594.748881  3.943037e+06  5.233484e-04  1.457621e-03
331  1985.7917  343.35  5.838750  11594.541954  3.943369e+06  5.063146e-04  1.484425e-03
332  1985.8750  344.73  5.842762  11602.993998  3.943700e+06  4.895825e-04  1.191428e-03
333  1985.9583  346.12  5.846786  11611.472263  3.944030e+06  4.731316e-04  9.298255e-04
334  1986.0417  346.78  5.848691  11615.743369  3.944362e+06  4.569426e-04  8.172739e-04
335  1986.1250  347.48  5.850707  11620.235658  3.944693e+06  4.410542e-04  7.060428e-04
336  1986.2083  348.25  5.852921  11625.119500  3.945023e+06  4.254471e-04  5.933103e-04
337  1986.2917  349.86  5.857533  11634.769328  3.945355e+06  4.101028e-04  3.898848e-04
338  1986.3750  350.52  5.859418  11639.000965  3.945686e+06  3.950582e-04  3.190085e-04
339  1986.4583  349.98  5.857876  11636.426420  3.946017e+06  3.802947e-04  3.764595e-04
340  1986.5417  348.25  5.852921  11627.070864  3.946348e+06  3.657952e-04  5.933103e-04
341  1986.6250  346.17  5.846930  11615.657279  3.946679e+06  3.515944e-04  9.210370e-04
342  1986.7083  345.48  5.844935  11612.180390  3.947010e+06  3.376747e-04  1.046123e-03
343  1986.7917  344.82  5.843023  11608.868689  3.947341e+06  3.240199e-04  1.173476e-03
344  1986.8750  346.22  5.847074  11617.405971  3.947672e+06  3.106628e-04  9.122915e-04
345  1986.9583  347.49  5.850736  11625.168233  3.948003e+06  2.975869e-04  7.045143e-04
346  1987.0417  348.73  5.854298  11632.734218  3.948335e+06  2.847769e-04  5.281076e-04
347  1987.1250  348.92  5.854843  11634.304240  3.948666e+06  2.722635e-04  5.033699e-04
348  1987.2083  349.81  5.857390  11639.854322  3.948997e+06  2.600313e-04  3.955495e-04
349  1987.2917  351.40  5.861925  11649.355248  3.949328e+06  2.480660e-04  2.357269e-04
350  1987.3750  352.15  5.864057  11654.080720  3.949659e+06  2.363964e-04  1.748042e-04
351  1987.4583  351.58  5.862437  11651.349633  3.949990e+06  2.250080e-04  2.202640e-04
352  1987.5417  350.21  5.858533  11644.078588  3.950322e+06  2.138875e-04  3.513975e-04
353  1987.6250  348.20  5.852777  11633.125939  3.950653e+06  2.030616e-04  6.003258e-04
354  1987.7083  346.66  5.848344  11624.802849  3.950984e+06  1.925169e-04  8.371823e-04
355  1987.7917  346.72  5.848518  11625.634619  3.951316e+06  1.822411e-04  8.271973e-04
356  1987.8750  348.08  5.852432  11633.903935  3.951647e+06  1.722590e-04  6.173355e-04
357  1987.9583  349.28  5.855874  11641.233109  3.951978e+06  1.625580e-04  4.581604e-04
358  1988.0417  350.51  5.859389  11648.710139  3.952310e+06  1.531270e-04  3.200284e-04
359  1988.1250  351.70  5.862779  11655.936584  3.952641e+06  1.439887e-04  2.102510e-04
360  1988.2083  352.50  5.865051  11660.942327  3.952972e+06  1.351314e-04  1.495228e-04
361  1988.2917  353.67  5.868364  11668.019981  3.953304e+06  1.265452e-04  7.946475e-05
362  1988.3750  354.35  5.870285  11672.328186  3.953635e+06  1.182506e-04  4.890834e-05
363  1988.4583  353.88  5.868958  11670.177994  3.953966e+06  1.102371e-04  6.923409e-05
364  1988.5417  352.80  5.865901  11664.589391  3.954298e+06  1.024956e-04  1.294418e-04
365  1988.6250  350.49  5.859332  11652.014447  3.954629e+06  9.504470e-05  3.220733e-04
366  1988.7083  348.97  5.854986  11643.859172  3.954961e+06  8.787494e-05  4.969608e-04
367  1988.7917  349.37  5.856132  11646.625786  3.955292e+06  8.097822e-05  4.471974e-04
368  1988.8750  350.42  5.859132  11653.082022  3.955624e+06  7.437107e-05  3.292824e-04
369  1988.9583  351.62  5.862551  11660.369564  3.955955e+06  6.804506e-05  2.169001e-04
370  1989.0417  353.07  5.866666  11669.043985  3.956287e+06  6.199310e-05  1.126196e-04
371  1989.1250  353.43  5.867685  11671.559813  3.956618e+06  5.622969e-05  9.202813e-05
372  1989.2083  354.08  5.869523  11675.703623  3.956950e+06  5.074742e-05  6.015086e-05
373  1989.2917  355.72  5.874144  11685.385714  3.957281e+06  4.554021e-05  9.826160e-06
374  1989.3750  355.95  5.874790  11687.160896  3.957613e+06  4.062055e-05  6.191655e-06
375  1989.4583  355.44  5.873356  11684.797755  3.957944e+06  3.598203e-05  1.538300e-05
376  1989.5417  354.05  5.869438  11677.491947  3.958276e+06  3.161958e-05  6.147233e-05
377  1989.6250  351.84  5.863177  11665.522597  3.958608e+06  2.754366e-05  1.988678e-04
378  1989.7083  350.09  5.858190  11656.089792  3.958939e+06  2.374887e-05  3.643636e-04
379  1989.7917  350.33  5.858876  11657.941975  3.959271e+06  2.023118e-05  3.386707e-04
380  1989.8750  351.55  5.862352  11665.347584  3.959603e+06  1.699900e-05  2.228042e-04
381  1989.9583  352.91  5.866213  11673.519382  3.959934e+06  1.404796e-05  1.224455e-04
382  1990.0417  353.86  5.868901  11679.358429  3.960266e+06  1.137502e-05  7.017782e-05
383  1990.1250  355.10  5.872399  11686.808935  3.960598e+06  8.986591e-06  2.380596e-05
384  1990.2083  355.75  5.874228  11690.937793  3.960929e+06  6.879294e-06  9.304563e-06
385  1990.2917  356.38  5.875998  11694.949207  3.961261e+06  5.051109e-06  1.640955e-06
386  1990.3750  357.38  5.878800  11701.015836  3.961593e+06  3.506421e-06  2.313643e-06
387  1990.4583  356.39  5.876026  11695.984000  3.961924e+06  2.242867e-06  1.569854e-06
388  1990.5417  354.89  5.871808  11688.078444  3.962256e+06  1.259438e-06  2.992848e-05
389  1990.6250  353.06  5.866638  11678.276297  3.962588e+06  5.584923e-07  1.132215e-04
390  1990.7083  351.38  5.861868  11669.269797  3.962920e+06  1.386817e-07  2.374778e-04
391  1990.7917  351.69  5.862750  11671.514250  3.963252e+06  8.842086e-12  2.110764e-04
392  1990.8750  353.14  5.866865  11680.194018  3.963583e+06  1.428062e-07  1.084513e-04
393  1990.9583  354.41  5.870454  11687.829982  3.963915e+06  5.667387e-07  4.656889e-05
394  1991.0417  354.93  5.871921  11691.238748  3.964247e+06  1.272822e-06  2.870804e-05
395  1991.1250  355.82  5.874425  11696.714448  3.964579e+06  2.259362e-06  8.142977e-06
396  1991.2083  357.33  5.878660  11705.636036  3.964910e+06  3.527038e-06  1.907574e-06
397  1991.2917  358.77  5.882682  11714.134874  3.965243e+06  5.077877e-06  2.919176e-05
398  1991.3750  359.23  5.883963  11717.176524  3.965574e+06  6.908160e-06  4.467956e-05
399  1991.4583  358.23  5.881175  11712.115242  3.965906e+06  9.019579e-06  1.518398e-05
400  1991.5417  356.30  5.875773  11701.847094  3.966238e+06  1.141517e-05  2.266538e-06
401  1991.6250  353.97  5.869212  11689.269676  3.966570e+06  1.408920e-05  6.506699e-05
402  1991.7083  352.34  5.864597  11680.565761  3.966902e+06  1.704436e-05  1.608320e-04
403  1991.7917  352.43  5.864852  11681.563577  3.967234e+06  2.028471e-05  1.544192e-04
404  1991.8750  353.89  5.868986  11690.286748  3.967566e+06  2.380248e-05  6.876464e-05
405  1991.9583  355.21  5.872709  11698.191762  3.967898e+06  2.760139e-05  2.087952e-05
406  1992.0417  356.34  5.875885  11705.008604  3.968230e+06  3.168649e-05  1.941129e-06
407  1992.1250  357.21  5.878324  11710.355888  3.968562e+06  3.604801e-05  1.092587e-06
408  1992.2083  357.97  5.880449  11715.079672  3.968894e+06  4.069065e-05  1.005276e-05
409  1992.2917  359.22  5.883935  11722.514892  3.969226e+06  4.562052e-05  4.430818e-05
410  1992.3750  359.71  5.885298  11725.720904  3.969558e+06  5.082577e-05  6.431360e-05
411  1992.4583  359.44  5.884547  11724.715039  3.969890e+06  5.631216e-05  5.283385e-05
412  1992.5417  357.15  5.878156  11712.470673  3.970222e+06  6.208678e-05  7.696315e-07
413  1992.6250  354.99  5.872090  11700.872579  3.970554e+06  6.813578e-05  2.692525e-05
414  1992.7083  353.01  5.866496  11690.216039  3.970886e+06  7.446591e-05  1.162556e-04
415  1992.7917  353.41  5.867629  11692.962083  3.971219e+06  8.108529e-05  9.311708e-05
416  1992.8750  354.42  5.870483  11699.138112  3.971551e+06  8.797803e-05  4.618459e-05
417  1992.9583  355.68  5.874031  11706.699733  3.971883e+06  9.515191e-05  1.054382e-05
418  1993.0417  357.10  5.878016  11715.130711  3.972215e+06  1.026160e-04  5.435810e-07
419  1993.1250  357.42  5.878912  11717.405605  3.972547e+06  1.103525e-04  2.666642e-06
420  1993.2083  358.59  5.882180  11724.409349  3.972879e+06  1.183701e-04  2.402078e-05
421  1993.2917  359.39  5.884408  11729.341924  3.973212e+06  1.266790e-04  5.083084e-05
422  1993.3750  360.30  5.886937  11734.873078  3.973544e+06  1.352593e-04  9.328551e-05
423  1993.4583  359.64  5.885104  11731.708480  3.973876e+06  1.441206e-04  6.122994e-05
424  1993.5417  357.46  5.879023  11720.078438  3.974209e+06  1.532743e-04  3.044650e-06
425  1993.6250  355.76  5.874256  11711.064308  3.974541e+06  1.626982e-04  9.133868e-06
426  1993.7083  354.14  5.869692  11702.454287  3.974873e+06  1.724033e-04  5.755134e-05
427  1993.7917  354.23  5.869946  11703.450451  3.975205e+06  1.824017e-04  5.376050e-05
428  1993.8750  355.53  5.873610  11711.243409  3.975538e+06  1.926695e-04  1.346113e-05
429  1993.9583  357.03  5.877820  11720.127600  3.975870e+06  2.032183e-04  2.929372e-07
430  1994.0417  358.36  5.881538  11728.032167  3.976202e+06  2.140615e-04  1.814328e-05
431  1994.1250  359.04  5.883434  11732.302432  3.976535e+06  2.251729e-04  3.788683e-05
432  1994.2083  360.11  5.886410  11738.726763  3.976867e+06  2.365655e-04  8.337453e-05
433  1994.2917  361.36  5.889875  11746.128211  3.977199e+06  2.482534e-04  1.586621e-04
434  1994.3750  361.78  5.891036  11748.935505  3.977532e+06  2.602086e-04  1.892748e-04
435  1994.4583  360.94  5.888712  11744.790005  3.977864e+06  2.724450e-04  1.307172e-04
436  1994.5417  359.51  5.884742  11737.363299  3.978197e+06  2.849776e-04  5.570261e-05
437  1994.6250  357.59  5.879387  11727.172452  3.978529e+06  2.977766e-04  4.445787e-06
438  1994.7083  355.86  5.874537  11717.988501  3.978861e+06  3.108566e-04  7.514068e-06
439  1994.7917  356.21  5.875520  11720.439416  3.979194e+06  3.242341e-04  3.091023e-06
440  1994.8750  357.65  5.879555  11728.976990  3.979526e+06  3.378767e-04  5.181448e-06
441  1994.9583  359.10  5.883601  11737.538452  3.979859e+06  3.518006e-04  3.997181e-05
442  1995.0417  360.04  5.886215  11743.244652  3.980191e+06  3.660227e-04  7.986213e-05
443  1995.1250  361.00  5.888878  11749.047637  3.980524e+06  3.805092e-04  1.345457e-04
444  1995.2083  361.98  5.891589  11754.947197  3.980856e+06  3.952767e-04  2.047872e-04
445  1995.2917  363.44  5.895614  11763.470122  3.981189e+06  4.103437e-04  3.361959e-04
446  1995.3750  363.83  5.896687  11766.101275  3.981521e+06  4.256738e-04  3.766763e-04
447  1995.4583  363.33  5.895312  11763.848288  3.981854e+06  4.412852e-04  3.251868e-04
448  1995.5417  361.78  5.891036  11755.808577  3.982187e+06  4.571968e-04  1.892748e-04
449  1995.6250  359.33  5.884241  11742.738817  3.982519e+06  4.733708e-04  4.847795e-05
450  1995.7083  358.32  5.881426  11737.611566  3.982852e+06  4.898258e-04  1.720480e-05
451  1995.7917  358.14  5.880924  11737.099250  3.983185e+06  5.065823e-04  1.328891e-05
452  1995.8750  359.61  5.885020  11745.764514  3.983517e+06  5.235999e-04  5.993138e-05
453  1995.9583  360.82  5.888379  11752.959376  3.983850e+06  5.408987e-04  1.232243e-04
454  1996.0417  362.20  5.892197  11761.070009  3.984182e+06  5.584999e-04  2.225458e-04
455  1996.1250  363.36  5.895394  11767.943505  3.984515e+06  5.763613e-04  3.281715e-04
456  1996.2083  364.28  5.897923  11773.482452  3.984848e+06  5.945039e-04  4.261841e-04
457  1996.2917  364.69  5.899048  11776.219917  3.985181e+06  6.129498e-04  4.738938e-04
458  1996.3750  365.25  5.900582  11779.774491  3.985513e+06  6.316550e-04  5.430520e-04
459  1996.4583  365.06  5.900062  11779.227199  3.985846e+06  6.506412e-04  5.190719e-04
460  1996.5417  363.69  5.896302  11772.212532  3.986179e+06  6.699319e-04  3.618852e-04
461  1996.6250  361.55  5.890400  11760.920588  3.986511e+06  6.894808e-04  1.721808e-04
462  1996.7083  359.69  5.885243  11751.112646  3.986844e+06  7.093109e-04  6.342489e-05
463  1996.7917  359.72  5.885326  11751.770011  3.987177e+06  7.294463e-04  6.476026e-05
464  1996.8750  361.04  5.888989  11759.574421  3.987510e+06  7.498390e-04  1.371283e-04
465  1996.9583  362.39  5.892721  11767.518071  3.987842e+06  7.705127e-04  2.384679e-04
466  1997.0417  363.24  5.895064  11772.688178  3.988176e+06  7.914929e-04  3.163133e-04
467  1997.1250  364.21  5.897731  11778.505273  3.988508e+06  8.127293e-04  4.182863e-04
468  1997.2083  364.65  5.898938  11781.407914  3.988841e+06  8.342468e-04  4.691302e-04
469  1997.2917  366.48  5.903944  11791.898248  3.989174e+06  8.560718e-04  7.110422e-04
470  1997.3750  366.77  5.904735  11793.969968  3.989507e+06  8.781519e-04  7.538524e-04
471  1997.4583  365.73  5.901895  11788.789865  3.989840e+06  9.005132e-04  6.059859e-04
472  1997.5417  364.46  5.898417  11782.333534  3.990173e+06  9.231829e-04  4.468248e-04
473  1997.6250  362.40  5.892749  11771.501870  3.990506e+06  9.461068e-04  2.393209e-04
474  1997.7083  360.44  5.887326  11761.159031  3.990838e+06  9.693118e-04  1.009408e-04
475  1997.7917  360.98  5.888823  11764.640823  3.991172e+06  9.928263e-04  1.332635e-04
476  1997.8750  362.65  5.893438  11774.352807  3.991505e+06  1.016594e-03  2.611329e-04
477  1997.9583  364.51  5.898554  11785.064894  3.991837e+06  1.040643e-03  4.526431e-04
478  1998.0417  365.39  5.900965  11790.374692  3.992171e+06  1.065002e-03  5.610598e-04
479  1998.1250  366.10  5.902907  11794.745091  3.992504e+06  1.089613e-03  6.567916e-04
480  1998.2083  367.36  5.906342  11802.102194  3.992836e+06  1.114506e-03  8.446997e-04
481  1998.2917  368.79  5.910227  11810.358311  3.993170e+06  1.139710e-03  1.085624e-03
482  1998.3750  369.56  5.912313  11815.018709  3.993503e+06  1.165165e-03  1.227419e-03
483  1998.4583  369.13  5.911149  11813.184553  3.993836e+06  1.190901e-03  1.147198e-03
484  1998.5417  367.98  5.908029  11807.441500  3.994169e+06  1.216950e-03  9.455633e-04
485  1998.6250  366.10  5.902907  11797.696544  3.994502e+06  1.243249e-03  6.567916e-04
486  1998.7083  364.16  5.897593  11787.568742  3.994835e+06  1.269829e-03  4.126893e-04
487  1998.7917  364.54  5.898636  11790.145247  3.995168e+06  1.296722e-03  4.561518e-04
488  1998.8750  365.67  5.901731  11796.823127  3.995501e+06  1.323865e-03  5.979351e-04
489  1998.9583  367.30  5.906179  11806.205439  3.995834e+06  1.351288e-03  8.352318e-04
490  1999.0417  368.35  5.909034  11812.404519  3.996168e+06  1.379027e-03  1.008380e-03
491  1999.1250  369.28  5.911555  11817.937717  3.996501e+06  1.407013e-03  1.174885e-03
492  1999.2083  369.84  5.913070  11821.459581  3.996834e+06  1.435280e-03  1.281060e-03
493  1999.2917  371.15  5.916606  11829.021855  3.997167e+06  1.463863e-03  1.546669e-03
494  1999.3750  371.12  5.916525  11829.353092  3.997500e+06  1.492694e-03  1.540318e-03
495  1999.4583  370.46  5.914745  11826.286936  3.997833e+06  1.521805e-03  1.403769e-03
496  1999.5417  369.61  5.912448  11822.187116  3.998167e+06  1.551232e-03  1.236916e-03
497  1999.6250  367.06  5.905525  11808.836073  3.998500e+06  1.580906e-03  7.978787e-04
498  1999.7083  364.95  5.899760  11797.799756  3.998833e+06  1.610861e-03  5.054306e-04
499  1999.7917  365.52  5.901321  11801.412749  3.999167e+06  1.641134e-03  5.780381e-04
500  1999.8750  366.88  5.905035  11809.331509  3.999500e+06  1.671651e-03  7.704091e-04
501  1999.9583  368.26  5.908789  11817.332024  3.999833e+06  1.702450e-03  9.929201e-04
502  2000.0417  369.45  5.912015  11824.277358  4.000167e+06  1.733567e-03  1.206648e-03
503  2000.1250  369.71  5.912719  11826.176919  4.000500e+06  1.764929e-03  1.256018e-03
504  2000.2083  370.75  5.915528  11832.288167  4.000833e+06  1.796571e-03  1.463017e-03
505  2000.2917  371.98  5.918840  11839.406704  4.001167e+06  1.828533e-03  1.727359e-03
506  2000.3750  371.75  5.918222  11838.662504  4.001500e+06  1.860738e-03  1.676330e-03
507  2000.4583  371.87  5.918544  11839.801131  4.001833e+06  1.893224e-03  1.702863e-03
508  2000.5417  370.02  5.913557  11830.317490  4.002167e+06  1.926031e-03  1.316128e-03
509  2000.6250  368.27  5.908816  11821.325740  4.002500e+06  1.959080e-03  9.946322e-04
510  2000.7083  367.15  5.905770  11815.724025  4.002834e+06  1.992410e-03  8.117889e-04
511  2000.7917  367.18  5.905852  11816.380045  4.003167e+06  2.026061e-03  8.164515e-04
512  2000.8750  368.53  5.909522  11824.215071  4.003501e+06  2.059954e-03  1.039646e-03
513  2000.9583  369.83  5.913043  11831.753351  4.003834e+06  2.094128e-03  1.279126e-03
514  2001.0417  370.76  5.915555  11837.272140  4.004168e+06  2.128624e-03  1.465081e-03
515  2001.1250  371.69  5.918060  11842.778165  4.004501e+06  2.163360e-03  1.663139e-03
516  2001.2083  372.63  5.920586  11848.325784  4.004835e+06  2.198377e-03  1.875530e-03
517  2001.2917  373.55  5.923052  11853.754535  4.005168e+06  2.233719e-03  2.095194e-03
518  2001.3750  374.03  5.924336  11856.817978  4.005502e+06  2.269299e-03  2.214402e-03
519  2001.4583  373.40  5.922650  11853.937463  4.005835e+06  2.305160e-03  2.058587e-03
520  2001.5417  371.68  5.918033  11845.190370  4.006169e+06  2.341346e-03  1.660945e-03
521  2001.6250  369.78  5.912908  11835.424944  4.006503e+06  2.377769e-03  1.269473e-03
522  2001.7083  368.34  5.909006  11828.107205  4.006836e+06  2.414474e-03  1.006656e-03
523  2001.7917  368.61  5.909739  11830.066829  4.007170e+06  2.451505e-03  1.053691e-03
524  2001.8750  369.94  5.913341  11837.769175  4.007504e+06  2.488772e-03  1.300486e-03
525  2001.9583  371.42  5.917333  11846.254910  4.007837e+06  2.526321e-03  1.604397e-03
526  2002.0417  372.70  5.920774  11853.636057  4.008171e+06  2.564196e-03  1.891835e-03
527  2002.1250  373.37  5.922570  11857.725231  4.008505e+06  2.602307e-03  2.051303e-03
528  2002.2083  374.30  5.925058  11863.199535  4.008838e+06  2.640700e-03  2.282837e-03
529  2002.2917  375.19  5.927433  11868.449026  4.009172e+06  2.679420e-03  2.515423e-03
530  2002.3750  375.93  5.929403  11872.888244  4.009506e+06  2.718375e-03  2.716951e-03
531  2002.4583  375.69  5.928764  11872.103352  4.009839e+06  2.757611e-03  2.650783e-03
532  2002.5417  374.16  5.924684  11864.425795  4.010173e+06  2.797176e-03  2.247228e-03
533  2002.6250  372.03  5.918974  11853.486300  4.010507e+06  2.836975e-03  1.738550e-03
534  2002.7083  370.92  5.915986  11847.995078  4.010841e+06  2.877054e-03  1.498296e-03
535  2002.7917  370.73  5.915474  11847.462299  4.011175e+06  2.917464e-03  1.458893e-03
536  2002.8750  372.43  5.920049  11857.118343  4.011508e+06  2.958107e-03  1.829318e-03
537  2002.9583  373.98  5.924202  11865.930208  4.011842e+06  2.999030e-03  2.201838e-03
538  2003.0417  375.07  5.927113  11872.253849  4.012176e+06  3.040285e-03  2.483438e-03
539  2003.1250  375.82  5.929110  11876.749080  4.012510e+06  3.081771e-03  2.686528e-03
540  2003.2083  376.64  5.931290  11881.609005  4.012843e+06  3.123538e-03  2.917215e-03
541  2003.2917  377.92  5.934683  11888.900261  4.013178e+06  3.165637e-03  3.295214e-03
542  2003.3750  378.78  5.936956  11893.948348  4.013511e+06  3.207967e-03  3.561343e-03
543  2003.4583  378.46  5.936110  11892.749625  4.013845e+06  3.250578e-03  3.461182e-03
544  2003.5417  376.88  5.931927  11884.862774  4.014179e+06  3.293522e-03  2.986432e-03
545  2003.6250  374.57  5.925779  11873.038351  4.014513e+06  3.336696e-03  2.352262e-03
546  2003.7083  373.34  5.922490  11866.941433  4.014847e+06  3.380151e-03  2.044031e-03
547  2003.7917  373.31  5.922409  11867.274346  4.015181e+06  3.423939e-03  2.036771e-03
548  2003.8750  374.84  5.926499  11875.963721  4.015515e+06  3.467957e-03  2.422677e-03
549  2003.9583  376.17  5.930041  11883.555220  4.015849e+06  3.512255e-03  2.783891e-03
550  2004.0417  377.17  5.932696  11889.370206  4.016183e+06  3.556889e-03  3.071093e-03
551  2004.1250  378.05  5.935026  11894.534908  4.016517e+06  3.601750e-03  3.334818e-03
552  2004.2083  379.06  5.937695  11900.376608  4.016851e+06  3.646892e-03  3.650084e-03
553  2004.2917  380.54  5.941591  11908.682121  4.017185e+06  3.692370e-03  4.136126e-03
554  2004.3750  380.80  5.942274  11910.546056  4.017519e+06  3.738075e-03  4.224445e-03
555  2004.4583  379.87  5.939829  11906.139718  4.017853e+06  3.784061e-03  3.912567e-03
556  2004.5417  377.65  5.933968  11894.885983  4.018187e+06  3.830384e-03  3.213673e-03
557  2004.6250  376.17  5.930041  11887.508778  4.018521e+06  3.876933e-03  2.783891e-03
558  2004.7083  374.43  5.925405  11878.708323  4.018855e+06  3.923763e-03  2.316140e-03
559  2004.7917  374.63  5.925939  11880.273066  4.019190e+06  3.970930e-03  2.367825e-03
560  2004.8750  376.33  5.930466  11889.843860  4.019524e+06  4.018323e-03  2.828947e-03
561  2004.9583  377.68  5.934047  11897.517339  4.019858e+06  4.065996e-03  3.222685e-03
562  2005.0417  378.63  5.936559  11903.049302  4.020192e+06  4.114009e-03  3.514225e-03
563  2005.1250  379.91  5.939934  11910.310929  4.020526e+06  4.162245e-03  3.925750e-03
564  2005.2083  380.95  5.942668  11916.287464  4.020860e+06  4.210762e-03  4.275794e-03
565  2005.2917  382.48  5.946676  11924.820756  4.021195e+06  4.259619e-03  4.816053e-03
566  2005.3750  382.64  5.947095  11926.154832  4.021529e+06  4.308699e-03  4.874277e-03
567  2005.4583  382.40  5.946467  11925.391964  4.021863e+06  4.358060e-03  4.787063e-03
568  2005.5417  380.93  5.942616  11918.163455  4.022198e+06  4.407762e-03  4.268931e-03
569  2005.6250  378.93  5.937351  11908.100585  4.022532e+06  4.457686e-03  3.608755e-03
570  2005.7083  376.89  5.931953  11897.768105  4.022866e+06  4.507891e-03  2.989333e-03
571  2005.7917  377.19  5.932749  11899.858781  4.023200e+06  4.558437e-03  3.076972e-03
572  2005.8750  378.54  5.936322  11907.519385  4.023535e+06  4.609205e-03  3.486096e-03
573  2005.9583  380.31  5.940987  11917.371600  4.023869e+06  4.660253e-03  4.058726e-03
574  2006.0417  381.58  5.944321  11924.554856  4.024203e+06  4.711645e-03  4.494623e-03
575  2006.1250  382.40  5.946467  11929.356474  4.024538e+06  4.763256e-03  4.787063e-03
576  2006.2083  382.86  5.947669  11932.263690  4.024872e+06  4.815148e-03  4.954866e-03
577  2006.2917  384.80  5.952724  11942.900189  4.025206e+06  4.867384e-03  5.691970e-03
578  2006.3750  385.22  5.953815  11945.584767  4.025541e+06  4.919839e-03  5.857763e-03
579  2006.4583  384.24  5.951267  11940.969785  4.025875e+06  4.972575e-03  5.474340e-03
580  2006.5417  382.65  5.947121  11933.145746  4.026210e+06  5.025656e-03  4.877927e-03
581  2006.6250  380.60  5.941749  11922.861997  4.026544e+06  5.078955e-03  4.156430e-03
582  2006.7083  379.04  5.937642  11915.114963  4.026878e+06  5.132534e-03  3.643712e-03
583  2006.7917  379.33  5.938407  11917.144953  4.027213e+06  5.186460e-03  3.736628e-03
584  2006.8750  380.35  5.941092  11923.028770  4.027547e+06  5.240602e-03  4.072138e-03
585  2006.9583  382.02  5.945473  11932.316311  4.027882e+06  5.295026e-03  4.650475e-03
586  2007.0417  383.10  5.948296  11938.478220  4.028216e+06  5.349796e-03  5.043482e-03
587  2007.1250  384.12  5.950955  11944.310562  4.028551e+06  5.404782e-03  5.428216e-03
588  2007.2083  384.81  5.952750  11948.408618  4.028885e+06  5.460050e-03  5.695892e-03
589  2007.2917  386.73  5.957727  11958.895507  4.029220e+06  5.515665e-03  6.471913e-03
590  2007.3750  386.78  5.957856  11959.651300  4.029554e+06  5.571495e-03  6.492730e-03
